Close,High,Low,Open,time_close,time_open,time_period_end,Date,trades_count,Volume
1209549.0,1211500.0,1209000.0,1211496.0,2020-10-16T00:13:54.8880000Z,2020-10-16T00:00:02.8640000Z,2020-10-16T00:15:00.0000000Z,2020-10-16T00:00:00.0000000Z,52,1.2668
1210526.0,1210526.0,1209800.0,1209800.0,2020-10-16T00:27:57.4160000Z,2020-10-16T00:17:45.8440000Z,2020-10-16T00:30:00.0000000Z,2020-10-16T00:15:00.0000000Z,27,0.999
1210700.0,1210700.0,1210525.0,1210526.0,2020-10-16T00:40:53.7000000Z,2020-10-16T00:31:16.0260000Z,2020-10-16T00:45:00.0000000Z,2020-10-16T00:30:00.0000000Z,17,0.9338
1211554.0,1211648.0,1210745.0,1210745.0,2020-10-16T00:55:10.1640000Z,2020-10-16T00:45:04.7210000Z,2020-10-16T01:00:00.0000000Z,2020-10-16T00:45:00.0000000Z,37,0.8686
1214707.0,1214707.0,1211555.0,1211555.0,2020-10-16T01:14:09.3560000Z,2020-10-16T01:00:03.0650000Z,2020-10-16T01:15:00.0000000Z,2020-10-16T01:00:00.0000000Z,106,4.2763
1214003.0,1214721.0,1213998.0,1214708.0,2020-10-16T01:29:58.5850000Z,2020-10-16T01:15:08.6890000Z,2020-10-16T01:30:00.0000000Z,2020-10-16T01:15:00.0000000Z,80,2.8427
1214166.0,1214367.0,1213558.0,1214309.0,2020-10-16T01:43:30.6300000Z,2020-10-16T01:30:32.1210000Z,2020-10-16T01:45:00.0000000Z,2020-10-16T01:30:00.0000000Z,37,1.6258
1214001.0,1214570.0,1214000.0,1214175.0,2020-10-16T01:57:42.5330000Z,2020-10-16T01:45:05.4390000Z,2020-10-16T02:00:00.0000000Z,2020-10-16T01:45:00.0000000Z,52,3.8334
1212866.0,1214882.0,1212866.0,1214000.0,2020-10-16T02:14:45.8680000Z,2020-10-16T02:00:02.7780000Z,2020-10-16T02:15:00.0000000Z,2020-10-16T02:00:00.0000000Z,89,5.1752
1213058.0,1213059.0,1212597.0,1212597.0,2020-10-16T02:29:45.0390000Z,2020-10-16T02:16:02.5290000Z,2020-10-16T02:30:00.0000000Z,2020-10-16T02:15:00.0000000Z,97,7.178
1213257.0,1213828.0,1209050.0,1213058.0,2020-10-16T02:44:41.1330000Z,2020-10-16T02:30:07.9430000Z,2020-10-16T02:45:00.0000000Z,2020-10-16T02:30:00.0000000Z,112,11.6404
1212943.0,1213207.0,1212942.0,1213207.0,2020-10-16T02:58:02.4480000Z,2020-10-16T02:45:02.9740000Z,2020-10-16T03:00:00.0000000Z,2020-10-16T02:45:00.0000000Z,28,1.1952
1212506.0,1212943.0,1212506.0,1212943.0,2020-10-16T03:14:53.8910000Z,2020-10-16T03:00:02.9570000Z,2020-10-16T03:15:00.0000000Z,2020-10-16T03:00:00.0000000Z,83,2.0959
1210467.0,1212506.0,1209687.0,1212506.0,2020-10-16T03:26:47.3640000Z,2020-10-16T03:15:01.4610000Z,2020-10-16T03:30:00.0000000Z,2020-10-16T03:15:00.0000000Z,81,4.6984
1209769.0,1210480.0,1209222.0,1210480.0,2020-10-16T03:43:49.6030000Z,2020-10-16T03:31:25.1460000Z,2020-10-16T03:45:00.0000000Z,2020-10-16T03:30:00.0000000Z,41,1.81
1209788.0,1209789.0,1209788.0,1209788.0,2020-10-16T03:59:48.7670000Z,2020-10-16T03:46:34.9560000Z,2020-10-16T04:00:00.0000000Z,2020-10-16T03:45:00.0000000Z,32,7.821
1195206.0,1209789.0,1191003.0,1209789.0,2020-10-16T04:14:57.2990000Z,2020-10-16T04:00:02.7240000Z,2020-10-16T04:15:00.0000000Z,2020-10-16T04:00:00.0000000Z,977,60.6247
1186887.0,1196844.0,1183100.0,1195206.0,2020-10-16T04:29:50.6810000Z,2020-10-16T04:15:00.1760000Z,2020-10-16T04:30:00.0000000Z,2020-10-16T04:15:00.0000000Z,706,41.3762
1190007.0,1190824.0,1186001.0,1186764.0,2020-10-16T04:44:51.0170000Z,2020-10-16T04:30:00.0470000Z,2020-10-16T04:45:00.0000000Z,2020-10-16T04:30:00.0000000Z,415,21.8563
