Close,High,Low,Open,time_close,time_open,time_period_end,Date,trades_count,Volume
1255230.0,1256267.0,1250583.0,1251200.0,2020-08-20T00:14:40.2650000Z,2020-08-20T00:00:03.9070000Z,2020-08-20T00:15:00.0000000Z,2020-08-20T00:00:00.0000000Z,171,11.1348
1257009.0,1258164.0,1254767.0,1255995.0,2020-08-20T00:29:41.8750000Z,2020-08-20T00:15:02.7620000Z,2020-08-20T00:30:00.0000000Z,2020-08-20T00:15:00.0000000Z,146,12.4389
1256797.0,1257505.0,1256796.0,1257186.0,2020-08-20T00:44:54.2630000Z,2020-08-20T00:30:02.8000000Z,2020-08-20T00:45:00.0000000Z,2020-08-20T00:30:00.0000000Z,71,9.0241
1254481.0,1256797.0,1254298.0,1256797.0,2020-08-20T00:58:33.7500000Z,2020-08-20T00:45:02.3730000Z,2020-08-20T01:00:00.0000000Z,2020-08-20T00:45:00.0000000Z,109,6.1534
1253858.0,1255201.0,1253858.0,1254481.0,2020-08-20T01:14:59.8380000Z,2020-08-20T01:00:02.5040000Z,2020-08-20T01:15:00.0000000Z,2020-08-20T01:00:00.0000000Z,124,14.0729
1252265.0,1254504.0,1252011.0,1254494.0,2020-08-20T01:29:51.1250000Z,2020-08-20T01:15:02.2270000Z,2020-08-20T01:30:00.0000000Z,2020-08-20T01:15:00.0000000Z,99,11.4068
1252615.0,1252615.0,1252000.0,1252265.0,2020-08-20T01:44:48.7860000Z,2020-08-20T01:30:02.2790000Z,2020-08-20T01:45:00.0000000Z,2020-08-20T01:30:00.0000000Z,88,15.283
1250900.0,1253089.0,1250900.0,1252615.0,2020-08-20T01:59:29.1070000Z,2020-08-20T01:45:01.9650000Z,2020-08-20T02:00:00.0000000Z,2020-08-20T01:45:00.0000000Z,38,4.9593
1249946.0,1250901.0,1249946.0,1250901.0,2020-08-20T02:14:47.0440000Z,2020-08-20T02:00:02.0350000Z,2020-08-20T02:15:00.0000000Z,2020-08-20T02:00:00.0000000Z,83,13.7618
1248998.0,1252139.0,1248998.0,1249946.0,2020-08-20T02:29:56.5280000Z,2020-08-20T02:15:02.6420000Z,2020-08-20T02:30:00.0000000Z,2020-08-20T02:15:00.0000000Z,105,9.8829
1247522.0,1249446.0,1247522.0,1248986.0,2020-08-20T02:44:33.4530000Z,2020-08-20T02:30:02.6540000Z,2020-08-20T02:45:00.0000000Z,2020-08-20T02:30:00.0000000Z,60,2.7275
