Close,High,Low,Open,time_close,time_open,time_period_end,Date,trades_count,Volume
1230990.0,1233374.0,1229427.0,1233372.0,2020-08-08T00:14:11.3290000Z,2020-08-08T00:00:04.1030000Z,2020-08-08T00:15:00.0000000Z,2020-08-08T00:00:00.0000000Z,147,11.7462
1228150.0,1230991.0,1227001.0,1230991.0,2020-08-08T00:29:54.3770000Z,2020-08-08T00:15:58.8640000Z,2020-08-08T00:30:00.0000000Z,2020-08-08T00:15:00.0000000Z,173,6.2178
1233340.0,1235313.0,1228193.0,1228193.0,2020-08-08T00:44:56.6220000Z,2020-08-08T00:30:04.0000000Z,2020-08-08T00:45:00.0000000Z,2020-08-08T00:30:00.0000000Z,181,7.1339
1233340.0,1236897.0,1233340.0,1233537.0,2020-08-08T00:59:50.4720000Z,2020-08-08T00:45:10.1640000Z,2020-08-08T01:00:00.0000000Z,2020-08-08T00:45:00.0000000Z,102,12.7129
1237910.0,1237969.0,1233340.0,1233340.0,2020-08-08T01:14:57.6310000Z,2020-08-08T01:00:04.9350000Z,2020-08-08T01:15:00.0000000Z,2020-08-08T01:00:00.0000000Z,176,11.0606
1236296.0,1238544.0,1235752.0,1237910.0,2020-08-08T01:29:44.0260000Z,2020-08-08T01:15:00.8850000Z,2020-08-08T01:30:00.0000000Z,2020-08-08T01:15:00.0000000Z,167,15.0064
1235994.0,1238650.0,1235753.0,1236297.0,2020-08-08T01:44:48.6860000Z,2020-08-08T01:30:02.1110000Z,2020-08-08T01:45:00.0000000Z,2020-08-08T01:30:00.0000000Z,195,7.7707
1236573.0,1236573.0,1234842.0,1235994.0,2020-08-08T01:57:34.1820000Z,2020-08-08T01:45:24.8900000Z,2020-08-08T02:00:00.0000000Z,2020-08-08T01:45:00.0000000Z,110,5.4682
1235060.0,1238344.0,1234713.0,1236572.0,2020-08-08T02:14:20.4100000Z,2020-08-08T02:00:02.4770000Z,2020-08-08T02:15:00.0000000Z,2020-08-08T02:00:00.0000000Z,124,6.93
1234930.0,1235061.0,1233672.0,1235061.0,2020-08-08T02:29:16.9540000Z,2020-08-08T02:15:48.5910000Z,2020-08-08T02:30:00.0000000Z,2020-08-08T02:15:00.0000000Z,133,6.0264
1233734.0,1235643.0,1233562.0,1234930.0,2020-08-08T02:44:16.3960000Z,2020-08-08T02:30:41.7960000Z,2020-08-08T02:45:00.0000000Z,2020-08-08T02:30:00.0000000Z,48,1.5774
1235170.0,1235964.0,1233341.0,1233341.0,2020-08-08T02:57:53.4060000Z,2020-08-08T02:45:03.1740000Z,2020-08-08T03:00:00.0000000Z,2020-08-08T02:45:00.0000000Z,121,7.6605
1233997.0,1235906.0,1233848.0,1235276.0,2020-08-08T03:14:39.4540000Z,2020-08-08T03:00:07.4490000Z,2020-08-08T03:15:00.0000000Z,2020-08-08T03:00:00.0000000Z,73,4.5118
1231760.0,1234023.0,1231000.0,1234023.0,2020-08-08T03:29:38.9560000Z,2020-08-08T03:15:22.2730000Z,2020-08-08T03:30:00.0000000Z,2020-08-08T03:15:00.0000000Z,160,10.8143
1229237.0,1231324.0,1229120.0,1231324.0,2020-08-08T03:43:53.1110000Z,2020-08-08T03:30:17.0890000Z,2020-08-08T03:45:00.0000000Z,2020-08-08T03:30:00.0000000Z,118,6.0661
1228305.0,1230300.0,1227028.0,1229554.0,2020-08-08T03:59:50.5150000Z,2020-08-08T03:45:19.4840000Z,2020-08-08T04:00:00.0000000Z,2020-08-08T03:45:00.0000000Z,176,13.1865
1228128.0,1229757.0,1227541.0,1228001.0,2020-08-08T04:14:14.6580000Z,2020-08-08T04:00:02.9890000Z,2020-08-08T04:15:00.0000000Z,2020-08-08T04:00:00.0000000Z,97,5.1063
1231001.0,1231199.0,1227000.0,1228001.0,2020-08-08T04:27:38.8040000Z,2020-08-08T04:15:10.4850000Z,2020-08-08T04:30:00.0000000Z,2020-08-08T04:15:00.0000000Z,165,8.3026
1231495.0,1231495.0,1230779.0,1231001.0,2020-08-08T04:43:08.1570000Z,2020-08-08T04:30:43.9170000Z,2020-08-08T04:45:00.0000000Z,2020-08-08T04:30:00.0000000Z,96,4.5071
1227046.0,1231498.0,1227000.0,1231498.0,2020-08-08T04:59:51.1320000Z,2020-08-08T04:45:05.4890000Z,2020-08-08T05:00:00.0000000Z,2020-08-08T04:45:00.0000000Z,106,6.6547
1230054.0,1230054.0,1227076.0,1227076.0,2020-08-08T05:14:28.4770000Z,2020-08-08T05:00:02.5450000Z,2020-08-08T05:15:00.0000000Z,2020-08-08T05:00:00.0000000Z,46,1.2059
1230437.0,1230983.0,1226052.0,1230054.0,2020-08-08T05:29:53.3200000Z,2020-08-08T05:15:08.4820000Z,2020-08-08T05:30:00.0000000Z,2020-08-08T05:15:00.0000000Z,113,8.2785
1232699.0,1232789.0,1230545.0,1231022.0,2020-08-08T05:44:52.7540000Z,2020-08-08T05:30:02.5540000Z,2020-08-08T05:45:00.0000000Z,2020-08-08T05:30:00.0000000Z,69,4.3547
1234535.0,1234788.0,1230947.0,1232700.0,2020-08-08T05:59:56.4270000Z,2020-08-08T05:45:53.9690000Z,2020-08-08T06:00:00.0000000Z,2020-08-08T05:45:00.0000000Z,92,3.7163
1233929.0,1234789.0,1232823.0,1234536.0,2020-08-08T06:14:27.5310000Z,2020-08-08T06:00:00.9780000Z,2020-08-08T06:15:00.0000000Z,2020-08-08T06:00:00.0000000Z,53,4.2792
1234700.0,1234700.0,1233003.0,1233929.0,2020-08-08T06:27:40.0110000Z,2020-08-08T06:15:44.1220000Z,2020-08-08T06:30:00.0000000Z,2020-08-08T06:15:00.0000000Z,38,7.4176
1234054.0,1234700.0,1232708.0,1234699.0,2020-08-08T06:43:54.9990000Z,2020-08-08T06:31:12.7320000Z,2020-08-08T06:45:00.0000000Z,2020-08-08T06:30:00.0000000Z,151,21.5072
1232888.0,1234700.0,1232888.0,1234054.0,2020-08-08T06:58:32.9630000Z,2020-08-08T06:46:31.5700000Z,2020-08-08T07:00:00.0000000Z,2020-08-08T06:45:00.0000000Z,62,4.0903
1232889.0,1232890.0,1232664.0,1232889.0,2020-08-08T07:14:47.1460000Z,2020-08-08T07:00:03.2020000Z,2020-08-08T07:15:00.0000000Z,2020-08-08T07:00:00.0000000Z,21,1.0994
1236108.0,1237000.0,1232890.0,1232890.0,2020-08-08T07:29:58.0870000Z,2020-08-08T07:16:00.7640000Z,2020-08-08T07:30:00.0000000Z,2020-08-08T07:15:00.0000000Z,197,19.9395
1235950.0,1236148.0,1235320.0,1236108.0,2020-08-08T07:44:44.0810000Z,2020-08-08T07:30:02.0320000Z,2020-08-08T07:45:00.0000000Z,2020-08-08T07:30:00.0000000Z,67,4.991
1232230.0,1235950.0,1232230.0,1235950.0,2020-08-08T07:59:54.5570000Z,2020-08-08T07:47:43.1540000Z,2020-08-08T08:00:00.0000000Z,2020-08-08T07:45:00.0000000Z,67,4.3149
1235402.0,1235418.0,1232231.0,1232231.0,2020-08-08T08:12:53.1720000Z,2020-08-08T08:00:07.3090000Z,2020-08-08T08:15:00.0000000Z,2020-08-08T08:00:00.0000000Z,81,3.7152
