Close,High,Low,Open,time_close,time_open,time_period_end,Date,trades_count,Volume
1207999.0,1211667.0,1207705.0,1210661.0,2020-08-26T00:14:53.7270000Z,2020-08-26T00:00:01.1870000Z,2020-08-26T00:15:00.0000000Z,2020-08-26T00:00:00.0000000Z,245,18.1716
1207512.0,1209560.0,1206001.0,1208000.0,2020-08-26T00:29:55.4320000Z,2020-08-26T00:15:03.1420000Z,2020-08-26T00:30:00.0000000Z,2020-08-26T00:15:00.0000000Z,186,9.0875
1205001.0,1208414.0,1205000.0,1207897.0,2020-08-26T00:43:47.6310000Z,2020-08-26T00:30:04.9860000Z,2020-08-26T00:45:00.0000000Z,2020-08-26T00:30:00.0000000Z,92,5.0222
1205197.0,1207000.0,1203000.0,1205000.0,2020-08-26T00:59:53.3730000Z,2020-08-26T00:45:59.8980000Z,2020-08-26T01:00:00.0000000Z,2020-08-26T00:45:00.0000000Z,194,19.893
1209397.0,1209799.0,1205197.0,1205197.0,2020-08-26T01:14:51.1970000Z,2020-08-26T01:00:00.9500000Z,2020-08-26T01:15:00.0000000Z,2020-08-26T01:00:00.0000000Z,212,14.0389
1209397.0,1209398.0,1208546.0,1209398.0,2020-08-26T01:29:57.9650000Z,2020-08-26T01:15:03.8910000Z,2020-08-26T01:30:00.0000000Z,2020-08-26T01:15:00.0000000Z,176,12.5852
1210985.0,1211593.0,1209398.0,1209398.0,2020-08-26T01:43:14.9770000Z,2020-08-26T01:30:02.9420000Z,2020-08-26T01:45:00.0000000Z,2020-08-26T01:30:00.0000000Z,143,7.3094
1211893.0,1212009.0,1210385.0,1210986.0,2020-08-26T01:59:35.9870000Z,2020-08-26T01:45:24.2800000Z,2020-08-26T02:00:00.0000000Z,2020-08-26T01:45:00.0000000Z,84,9.3459
1213181.0,1214750.0,1211892.0,1211893.0,2020-08-26T02:14:23.1220000Z,2020-08-26T02:00:01.1600000Z,2020-08-26T02:15:00.0000000Z,2020-08-26T02:00:00.0000000Z,113,5.7453
1213723.0,1214750.0,1212758.0,1213180.0,2020-08-26T02:29:36.0620000Z,2020-08-26T02:15:02.2510000Z,2020-08-26T02:30:00.0000000Z,2020-08-26T02:15:00.0000000Z,130,29.9305
1215499.0,1215500.0,1213016.0,1213452.0,2020-08-26T02:44:29.2490000Z,2020-08-26T02:30:20.4050000Z,2020-08-26T02:45:00.0000000Z,2020-08-26T02:30:00.0000000Z,140,10.4165
