Date,time_period_end,time_open,time_close,Open,High,Low,Close,Volume,trades_count
2020-06-23T00:00:00.0000000Z,2020-06-23T00:15:00.0000000Z,2020-06-23T00:00:03.0000000Z,2020-06-23T00:14:54.0000000Z,1035483.0,1040000.0,1035483.0,1037919.0,244.48653732,752
2020-06-23T00:15:00.0000000Z,2020-06-23T00:30:00.0000000Z,2020-06-23T00:15:01.0000000Z,2020-06-23T00:29:49.0000000Z,1037851.0,1038270.0,1034639.0,1034639.0,42.04582157,269
2020-06-23T00:30:00.0000000Z,2020-06-23T00:45:00.0000000Z,2020-06-23T00:30:01.0000000Z,2020-06-23T00:44:52.0000000Z,1034644.0,1036074.0,1031724.0,1033444.0,173.21533,522
2020-06-23T00:45:00.0000000Z,2020-06-23T01:00:00.0000000Z,2020-06-23T00:45:03.0000000Z,2020-06-23T00:59:37.0000000Z,1033031.0,1034485.0,1032224.0,1033258.0,143.8937277,306
2020-06-23T01:00:00.0000000Z,2020-06-23T01:15:00.0000000Z,2020-06-23T01:00:02.0000000Z,2020-06-23T01:14:50.0000000Z,1033228.0,1033987.0,1031500.0,1031860.0,42.68435923,237
2020-06-23T01:15:00.0000000Z,2020-06-23T01:30:00.0000000Z,2020-06-23T01:15:02.0000000Z,2020-06-23T01:29:59.0000000Z,1031444.0,1032001.0,1027080.0,1027486.0,121.97081443,597
2020-06-23T01:30:00.0000000Z,2020-06-23T01:45:00.0000000Z,2020-06-23T01:30:02.0000000Z,2020-06-23T01:44:44.0000000Z,1027560.0,1029827.0,1026050.0,1027472.0,111.46499885,485
2020-06-23T01:45:00.0000000Z,2020-06-23T02:00:00.0000000Z,2020-06-23T01:45:07.0000000Z,2020-06-23T01:59:57.0000000Z,1027472.0,1031997.0,1026700.0,1031023.0,66.86177353,293
2020-06-23T02:00:00.0000000Z,2020-06-23T02:15:00.0000000Z,2020-06-23T02:00:01.0000000Z,2020-06-23T02:14:55.0000000Z,1031000.0,1031948.0,1030033.0,1031660.0,46.99362524,240
2020-06-23T02:15:00.0000000Z,2020-06-23T02:30:00.0000000Z,2020-06-23T02:15:21.0000000Z,2020-06-23T02:29:53.0000000Z,1031660.0,1033000.0,1031317.0,1032049.0,46.1669211,215
2020-06-23T02:30:00.0000000Z,2020-06-23T02:45:00.0000000Z,2020-06-23T02:30:03.0000000Z,2020-06-23T02:44:46.0000000Z,1031730.0,1034730.0,1030885.0,1034000.0,68.96070083,235
2020-06-23T02:45:00.0000000Z,2020-06-23T03:00:00.0000000Z,2020-06-23T02:45:04.0000000Z,2020-06-23T02:59:41.0000000Z,1034507.0,1034507.0,1032500.0,1033084.0,21.27470621,135
2020-06-23T03:00:00.0000000Z,2020-06-23T03:15:00.0000000Z,2020-06-23T03:00:01.0000000Z,2020-06-23T03:14:46.0000000Z,1033085.0,1033499.0,1031000.0,1031797.0,36.74208931,200
2020-06-23T03:15:00.0000000Z,2020-06-23T03:30:00.0000000Z,2020-06-23T03:15:00.0000000Z,2020-06-23T03:29:53.0000000Z,1031788.0,1033600.0,1031421.0,1032717.0,24.18578083,155
2020-06-23T03:30:00.0000000Z,2020-06-23T03:45:00.0000000Z,2020-06-23T03:30:53.0000000Z,2020-06-23T03:44:59.0000000Z,1032500.0,1033600.0,1032000.0,1033158.0,52.79005981,227
2020-06-23T03:45:00.0000000Z,2020-06-23T04:00:00.0000000Z,2020-06-23T03:45:01.0000000Z,2020-06-23T03:59:59.0000000Z,1033158.0,1034600.0,1032824.0,1034500.0,104.89869034,322
2020-06-23T04:00:00.0000000Z,2020-06-23T04:15:00.0000000Z,2020-06-23T04:00:01.0000000Z,2020-06-23T04:14:49.0000000Z,1034069.0,1034271.0,1032093.0,1032093.0,48.75428726,273
2020-06-23T04:15:00.0000000Z,2020-06-23T04:30:00.0000000Z,2020-06-23T04:15:16.0000000Z,2020-06-23T04:29:53.0000000Z,1032101.0,1033349.0,1031149.0,1033054.0,29.02289206,168
2020-06-23T04:30:00.0000000Z,2020-06-23T04:45:00.0000000Z,2020-06-23T04:30:44.0000000Z,2020-06-23T04:44:45.0000000Z,1032700.0,1032996.0,1031802.0,1032960.0,15.42437681,81
2020-06-23T04:45:00.0000000Z,2020-06-23T05:00:00.0000000Z,2020-06-23T04:45:25.0000000Z,2020-06-23T04:59:59.0000000Z,1032402.0,1032792.0,1032000.0,1032010.0,34.42381015,109
2020-06-23T05:00:00.0000000Z,2020-06-23T05:15:00.0000000Z,2020-06-23T05:00:01.0000000Z,2020-06-23T05:14:53.0000000Z,1032000.0,1032480.0,1031200.0,1031236.0,101.65364716,293
2020-06-23T05:15:00.0000000Z,2020-06-23T05:30:00.0000000Z,2020-06-23T05:15:02.0000000Z,2020-06-23T05:29:51.0000000Z,1031307.0,1032336.0,1030510.0,1031740.0,27.88250787,172
2020-06-23T05:30:00.0000000Z,2020-06-23T05:45:00.0000000Z,2020-06-23T05:30:08.0000000Z,2020-06-23T05:44:44.0000000Z,1031700.0,1032792.0,1031491.0,1031491.0,17.15489119,108
2020-06-23T05:45:00.0000000Z,2020-06-23T06:00:00.0000000Z,2020-06-23T05:45:02.0000000Z,2020-06-23T05:59:45.0000000Z,1031483.0,1031864.0,1030597.0,1030841.0,13.58679548,124
2020-06-23T06:00:00.0000000Z,2020-06-23T06:15:00.0000000Z,2020-06-23T06:00:05.0000000Z,2020-06-23T06:14:46.0000000Z,1030904.0,1031758.0,1030000.0,1031567.0,53.23946039,199
2020-06-23T06:15:00.0000000Z,2020-06-23T06:30:00.0000000Z,2020-06-23T06:15:30.0000000Z,2020-06-23T06:29:39.0000000Z,1031567.0,1032066.0,1031325.0,1031325.0,13.8110628,74
2020-06-23T06:30:00.0000000Z,2020-06-23T06:45:00.0000000Z,2020-06-23T06:30:01.0000000Z,2020-06-23T06:44:37.0000000Z,1031237.0,1031510.0,1030515.0,1031099.0,5.31717595,62
2020-06-23T06:45:00.0000000Z,2020-06-23T07:00:00.0000000Z,2020-06-23T06:45:05.0000000Z,2020-06-23T06:59:53.0000000Z,1031099.0,1032000.0,1030700.0,1031824.0,59.6073126,161
2020-06-23T07:00:00.0000000Z,2020-06-23T07:15:00.0000000Z,2020-06-23T07:00:02.0000000Z,2020-06-23T07:14:59.0000000Z,1031824.0,1031929.0,1030301.0,1031307.0,34.7145668,244
2020-06-23T07:15:00.0000000Z,2020-06-23T07:30:00.0000000Z,2020-06-23T07:15:16.0000000Z,2020-06-23T07:29:56.0000000Z,1030725.0,1033000.0,1030725.0,1032203.0,32.25448595,410
2020-06-23T07:30:00.0000000Z,2020-06-23T07:45:00.0000000Z,2020-06-23T07:30:10.0000000Z,2020-06-23T07:44:59.0000000Z,1032203.0,1033600.0,1031310.0,1033600.0,32.46477591,208
2020-06-23T07:45:00.0000000Z,2020-06-23T08:00:00.0000000Z,2020-06-23T07:45:01.0000000Z,2020-06-23T07:59:51.0000000Z,1033624.0,1034998.0,1033624.0,1034618.0,64.58478166,209
2020-06-23T08:00:00.0000000Z,2020-06-23T08:15:00.0000000Z,2020-06-23T08:00:14.0000000Z,2020-06-23T08:14:56.0000000Z,1034591.0,1034591.0,1030705.0,1031965.0,84.67079211,285
2020-06-23T08:15:00.0000000Z,2020-06-23T08:30:00.0000000Z,2020-06-23T08:15:00.0000000Z,2020-06-23T08:29:58.0000000Z,1031965.0,1032352.0,1030000.0,1031500.0,88.47189197,416
2020-06-23T08:30:00.0000000Z,2020-06-23T08:45:00.0000000Z,2020-06-23T08:30:02.0000000Z,2020-06-23T08:44:54.0000000Z,1031500.0,1031500.0,1026100.0,1027199.0,118.62555777,496
2020-06-23T08:45:00.0000000Z,2020-06-23T09:00:00.0000000Z,2020-06-23T08:45:01.0000000Z,2020-06-23T08:59:59.0000000Z,1027325.0,1029469.0,1026000.0,1028000.0,192.41279371,479
2020-06-23T09:00:00.0000000Z,2020-06-23T09:15:00.0000000Z,2020-06-23T09:00:06.0000000Z,2020-06-23T09:14:26.0000000Z,1028001.0,1029007.0,1026900.0,1027200.0,22.90598704,140
2020-06-23T09:15:00.0000000Z,2020-06-23T09:30:00.0000000Z,2020-06-23T09:15:08.0000000Z,2020-06-23T09:29:51.0000000Z,1027200.0,1027769.0,1025500.0,1027007.0,60.84060956,218
2020-06-23T09:30:00.0000000Z,2020-06-23T09:45:00.0000000Z,2020-06-23T09:30:01.0000000Z,2020-06-23T09:44:41.0000000Z,1026673.0,1029000.0,1025778.0,1028877.0,25.30579304,152
2020-06-23T09:45:00.0000000Z,2020-06-23T10:00:00.0000000Z,2020-06-23T09:45:43.0000000Z,2020-06-23T09:59:43.0000000Z,1028835.0,1029500.0,1028001.0,1028832.0,10.35638524,91
2020-06-23T10:00:00.0000000Z,2020-06-23T10:15:00.0000000Z,2020-06-23T10:00:02.0000000Z,2020-06-23T10:14:57.0000000Z,1028001.0,1028001.0,1026169.0,1026469.0,12.72252784,123
2020-06-23T10:15:00.0000000Z,2020-06-23T10:30:00.0000000Z,2020-06-23T10:15:02.0000000Z,2020-06-23T10:29:31.0000000Z,1026001.0,1028500.0,1025041.0,1028489.0,24.619618,200
2020-06-23T10:30:00.0000000Z,2020-06-23T10:45:00.0000000Z,2020-06-23T10:30:02.0000000Z,2020-06-23T10:44:58.0000000Z,1028497.0,1028500.0,1027101.0,1028012.0,6.34090797,76
2020-06-23T10:45:00.0000000Z,2020-06-23T11:00:00.0000000Z,2020-06-23T10:46:52.0000000Z,2020-06-23T10:59:55.0000000Z,1028002.0,1028002.0,1026122.0,1026231.0,14.9238404,118
2020-06-23T11:00:00.0000000Z,2020-06-23T11:15:00.0000000Z,2020-06-23T11:00:08.0000000Z,2020-06-23T11:14:53.0000000Z,1026231.0,1028438.0,1026034.0,1027470.0,26.42800051,104
2020-06-23T11:15:00.0000000Z,2020-06-23T11:30:00.0000000Z,2020-06-23T11:15:18.0000000Z,2020-06-23T11:29:59.0000000Z,1027580.0,1030500.0,1026632.0,1030499.0,26.4391383,153
2020-06-23T11:30:00.0000000Z,2020-06-23T11:45:00.0000000Z,2020-06-23T11:30:25.0000000Z,2020-06-23T11:44:05.0000000Z,1030500.0,1031500.0,1030000.0,1030367.0,22.23023591,110
2020-06-23T11:45:00.0000000Z,2020-06-23T12:00:00.0000000Z,2020-06-23T11:45:12.0000000Z,2020-06-23T11:59:36.0000000Z,1030513.0,1032500.0,1030486.0,1030783.0,52.59758651,383
2020-06-23T12:00:00.0000000Z,2020-06-23T12:15:00.0000000Z,2020-06-23T12:00:04.0000000Z,2020-06-23T12:14:57.0000000Z,1030683.0,1030961.0,1029099.0,1030683.0,16.73587822,125
2020-06-23T12:15:00.0000000Z,2020-06-23T12:30:00.0000000Z,2020-06-23T12:15:22.0000000Z,2020-06-23T12:29:21.0000000Z,1030683.0,1031302.0,1029600.0,1030500.0,40.42024073,166
2020-06-23T12:30:00.0000000Z,2020-06-23T12:45:00.0000000Z,2020-06-23T12:30:14.0000000Z,2020-06-23T12:44:46.0000000Z,1030500.0,1030985.0,1029500.0,1030220.0,6.68122943,97
2020-06-23T12:45:00.0000000Z,2020-06-23T13:00:00.0000000Z,2020-06-23T12:45:02.0000000Z,2020-06-23T12:59:34.0000000Z,1030421.0,1030482.0,1026500.0,1027228.0,34.71393329,225
2020-06-23T13:00:00.0000000Z,2020-06-23T13:15:00.0000000Z,2020-06-23T13:00:22.0000000Z,2020-06-23T13:14:52.0000000Z,1027228.0,1027569.0,1024678.0,1025039.0,42.58018469,408
2020-06-23T13:15:00.0000000Z,2020-06-23T13:30:00.0000000Z,2020-06-23T13:15:01.0000000Z,2020-06-23T13:29:48.0000000Z,1024561.0,1025627.0,1023651.0,1025627.0,35.57592208,309
2020-06-23T13:30:00.0000000Z,2020-06-23T13:45:00.0000000Z,2020-06-23T13:30:04.0000000Z,2020-06-23T13:44:58.0000000Z,1025763.0,1028037.0,1025306.0,1026302.0,44.62604833,185
2020-06-23T13:45:00.0000000Z,2020-06-23T14:00:00.0000000Z,2020-06-23T13:45:03.0000000Z,2020-06-23T13:59:55.0000000Z,1026302.0,1026302.0,1024574.0,1024911.0,13.23877789,123
2020-06-23T14:00:00.0000000Z,2020-06-23T14:15:00.0000000Z,2020-06-23T14:00:00.0000000Z,2020-06-23T14:14:54.0000000Z,1024911.0,1025500.0,1023399.0,1025400.0,22.59610515,149
2020-06-23T14:15:00.0000000Z,2020-06-23T14:30:00.0000000Z,2020-06-23T14:15:11.0000000Z,2020-06-23T14:29:58.0000000Z,1025499.0,1027033.0,1025400.0,1026819.0,20.23038571,127
