Close,High,Low,Open,time_close,time_open,time_period_end,Date,trades_count,Volume
1094182.0,1095881.0,1093000.0,1093653.0,2020-09-07T00:14:46.0630000Z,2020-09-07T00:00:03.2170000Z,2020-09-07T00:15:00.0000000Z,2020-09-07T00:00:00.0000000Z,107,5.1696
1096794.0,1097460.0,1094504.0,1094504.0,2020-09-07T00:28:41.7200000Z,2020-09-07T00:15:36.2370000Z,2020-09-07T00:30:00.0000000Z,2020-09-07T00:15:00.0000000Z,110,6.8409
1098000.0,1098000.0,1095062.0,1096951.0,2020-09-07T00:44:30.3130000Z,2020-09-07T00:30:38.7940000Z,2020-09-07T00:45:00.0000000Z,2020-09-07T00:30:00.0000000Z,83,2.9145
1097324.0,1099999.0,1097323.0,1098000.0,2020-09-07T00:59:41.5310000Z,2020-09-07T00:45:09.4520000Z,2020-09-07T01:00:00.0000000Z,2020-09-07T00:45:00.0000000Z,105,8.4267
1095557.0,1097324.0,1095492.0,1097324.0,2020-09-07T01:14:07.0970000Z,2020-09-07T01:00:06.1290000Z,2020-09-07T01:15:00.0000000Z,2020-09-07T01:00:00.0000000Z,61,3.0141
1092033.0,1095558.0,1091352.0,1095558.0,2020-09-07T01:29:19.4260000Z,2020-09-07T01:15:17.0020000Z,2020-09-07T01:30:00.0000000Z,2020-09-07T01:15:00.0000000Z,91,4.7851
1095054.0,1095054.0,1092329.0,1092329.0,2020-09-07T01:44:49.0240000Z,2020-09-07T01:30:02.7780000Z,2020-09-07T01:45:00.0000000Z,2020-09-07T01:30:00.0000000Z,42,3.1715
1095556.0,1096473.0,1094687.0,1095123.0,2020-09-07T01:59:56.8120000Z,2020-09-07T01:45:58.8640000Z,2020-09-07T02:00:00.0000000Z,2020-09-07T01:45:00.0000000Z,78,6.434
1092552.0,1095991.0,1092552.0,1095649.0,2020-09-07T02:13:48.2860000Z,2020-09-07T02:00:02.2900000Z,2020-09-07T02:15:00.0000000Z,2020-09-07T02:00:00.0000000Z,80,3.6978
1092894.0,1092929.0,1090335.0,1092552.0,2020-09-07T02:29:33.9560000Z,2020-09-07T02:15:09.0280000Z,2020-09-07T02:30:00.0000000Z,2020-09-07T02:15:00.0000000Z,237,11.0212
1089667.0,1092442.0,1088000.0,1092442.0,2020-09-07T02:43:54.3270000Z,2020-09-07T02:30:11.4140000Z,2020-09-07T02:45:00.0000000Z,2020-09-07T02:30:00.0000000Z,111,5.3423
1088394.0,1090709.0,1087442.0,1089667.0,2020-09-07T02:58:42.1850000Z,2020-09-07T02:45:05.7100000Z,2020-09-07T03:00:00.0000000Z,2020-09-07T02:45:00.0000000Z,66,7.1564
1088494.0,1088945.0,1087442.0,1087850.0,2020-09-07T03:14:58.1860000Z,2020-09-07T03:00:06.0170000Z,2020-09-07T03:15:00.0000000Z,2020-09-07T03:00:00.0000000Z,89,9.1054
1087438.0,1088495.0,1086002.0,1088495.0,2020-09-07T03:29:54.5630000Z,2020-09-07T03:15:47.5550000Z,2020-09-07T03:30:00.0000000Z,2020-09-07T03:15:00.0000000Z,122,6.0649
1088778.0,1088778.0,1086305.0,1087004.0,2020-09-07T03:44:32.2530000Z,2020-09-07T03:30:24.5850000Z,2020-09-07T03:45:00.0000000Z,2020-09-07T03:30:00.0000000Z,57,5.258
1088522.0,1088959.0,1087643.0,1088906.0,2020-09-07T03:59:56.2370000Z,2020-09-07T03:45:01.8460000Z,2020-09-07T04:00:00.0000000Z,2020-09-07T03:45:00.0000000Z,75,2.9537
1087439.0,1088522.0,1086000.0,1088521.0,2020-09-07T04:14:48.2400000Z,2020-09-07T04:00:02.6210000Z,2020-09-07T04:15:00.0000000Z,2020-09-07T04:00:00.0000000Z,94,10.2131
1089149.0,1090491.0,1087377.0,1087428.0,2020-09-07T04:29:43.2650000Z,2020-09-07T04:15:00.4730000Z,2020-09-07T04:30:00.0000000Z,2020-09-07T04:15:00.0000000Z,89,12.5581
1088498.0,1090862.0,1088498.0,1089150.0,2020-09-07T04:44:57.1420000Z,2020-09-07T04:31:08.0400000Z,2020-09-07T04:45:00.0000000Z,2020-09-07T04:30:00.0000000Z,79,6.6956
1084432.0,1088785.0,1084005.0,1088785.0,2020-09-07T04:59:01.6480000Z,2020-09-07T04:45:07.4020000Z,2020-09-07T05:00:00.0000000Z,2020-09-07T04:45:00.0000000Z,92,6.2098
1084412.0,1085280.0,1083000.0,1084432.0,2020-09-07T05:14:42.4180000Z,2020-09-07T05:00:02.6790000Z,2020-09-07T05:15:00.0000000Z,2020-09-07T05:00:00.0000000Z,199,20.0359
1082383.0,1084594.0,1081010.0,1084412.0,2020-09-07T05:29:58.5630000Z,2020-09-07T05:15:00.9750000Z,2020-09-07T05:30:00.0000000Z,2020-09-07T05:15:00.0000000Z,241,25.9606
1082713.0,1083698.0,1081010.0,1082216.0,2020-09-07T05:44:53.2860000Z,2020-09-07T05:30:01.5080000Z,2020-09-07T05:45:00.0000000Z,2020-09-07T05:30:00.0000000Z,150,10.561
1077072.0,1083338.0,1075985.0,1082712.0,2020-09-07T05:59:59.6900000Z,2020-09-07T05:45:35.5650000Z,2020-09-07T06:00:00.0000000Z,2020-09-07T05:45:00.0000000Z,209,15.2441
1075988.0,1079735.0,1075000.0,1077092.0,2020-09-07T06:14:58.2250000Z,2020-09-07T06:00:04.1020000Z,2020-09-07T06:15:00.0000000Z,2020-09-07T06:00:00.0000000Z,175,12.766
1075946.0,1078276.0,1075410.0,1075998.0,2020-09-07T06:29:52.9380000Z,2020-09-07T06:15:10.7360000Z,2020-09-07T06:30:00.0000000Z,2020-09-07T06:15:00.0000000Z,187,8.7089
1078671.0,1079881.0,1075865.0,1075945.0,2020-09-07T06:44:59.1250000Z,2020-09-07T06:30:04.8190000Z,2020-09-07T06:45:00.0000000Z,2020-09-07T06:30:00.0000000Z,162,12.9351
1074252.0,1078671.0,1074000.0,1078671.0,2020-09-07T06:59:51.1330000Z,2020-09-07T06:45:00.4030000Z,2020-09-07T07:00:00.0000000Z,2020-09-07T06:45:00.0000000Z,147,11.0211
1078997.0,1078997.0,1073000.0,1074888.0,2020-09-07T07:14:29.9330000Z,2020-09-07T07:00:03.0500000Z,2020-09-07T07:15:00.0000000Z,2020-09-07T07:00:00.0000000Z,177,10.1288
1081445.0,1081446.0,1077700.0,1078998.0,2020-09-07T07:29:59.2490000Z,2020-09-07T07:15:05.3720000Z,2020-09-07T07:30:00.0000000Z,2020-09-07T07:15:00.0000000Z,157,9.4331
1080000.0,1082495.0,1080000.0,1081445.0,2020-09-07T07:44:14.9910000Z,2020-09-07T07:30:02.8950000Z,2020-09-07T07:45:00.0000000Z,2020-09-07T07:30:00.0000000Z,199,8.882
1079057.0,1080070.0,1078910.0,1079301.0,2020-09-07T07:59:53.0340000Z,2020-09-07T07:45:00.8450000Z,2020-09-07T08:00:00.0000000Z,2020-09-07T07:45:00.0000000Z,120,3.4489
1081083.0,1081083.0,1077597.0,1079057.0,2020-09-07T08:14:36.8530000Z,2020-09-07T08:00:01.9450000Z,2020-09-07T08:15:00.0000000Z,2020-09-07T08:00:00.0000000Z,139,6.0244
1084091.0,1085000.0,1081185.0,1081455.0,2020-09-07T08:29:54.9340000Z,2020-09-07T08:15:22.9710000Z,2020-09-07T08:30:00.0000000Z,2020-09-07T08:15:00.0000000Z,129,7.2623
1083180.0,1084571.0,1083133.0,1084073.0,2020-09-07T08:44:26.2820000Z,2020-09-07T08:30:02.7950000Z,2020-09-07T08:45:00.0000000Z,2020-09-07T08:30:00.0000000Z,94,3.8648
1080946.0,1083179.0,1080946.0,1083179.0,2020-09-07T08:59:55.3470000Z,2020-09-07T08:46:05.9770000Z,2020-09-07T09:00:00.0000000Z,2020-09-07T08:45:00.0000000Z,89,5.1551
1080589.0,1083611.0,1080261.0,1081200.0,2020-09-07T09:14:58.9090000Z,2020-09-07T09:00:01.8550000Z,2020-09-07T09:15:00.0000000Z,2020-09-07T09:00:00.0000000Z,194,11.4683
1084188.0,1084510.0,1080414.0,1080590.0,2020-09-07T09:29:59.3010000Z,2020-09-07T09:16:12.8000000Z,2020-09-07T09:30:00.0000000Z,2020-09-07T09:15:00.0000000Z,97,1.4819
