Date,time_period_end,time_open,time_close,Open,High,Low,Close,Volume,trades_count
2019-07-11T00:00:00.0000000Z,2019-07-11T00:15:00.0000000Z,2019-07-11T00:00:05.0000000Z,2019-07-11T00:14:56.0000000Z,1313615.0,1314325.0,1296407.0,1301330.0,179.74254459,1595
2019-07-11T00:15:00.0000000Z,2019-07-11T00:30:00.0000000Z,2019-07-11T00:15:03.0000000Z,2019-07-11T00:29:59.0000000Z,1301340.0,1301340.0,1288202.0,1289342.0,175.27389895,1218
2019-07-11T00:30:00.0000000Z,2019-07-11T00:45:00.0000000Z,2019-07-11T00:30:00.0000000Z,2019-07-11T00:44:59.0000000Z,1289491.0,1289697.0,1278970.0,1284341.0,175.46554552,1680
2019-07-11T00:45:00.0000000Z,2019-07-11T01:00:00.0000000Z,2019-07-11T00:45:00.0000000Z,2019-07-11T00:59:59.0000000Z,1284834.0,1295998.0,1276750.0,1291736.0,211.82311246,1435
2019-07-11T01:00:00.0000000Z,2019-07-11T01:15:00.0000000Z,2019-07-11T01:00:03.0000000Z,2019-07-11T01:14:51.0000000Z,1292000.0,1295068.0,1282095.0,1287000.0,122.62125247,899
2019-07-11T01:15:00.0000000Z,2019-07-11T01:30:00.0000000Z,2019-07-11T01:15:04.0000000Z,2019-07-11T01:29:59.0000000Z,1287000.0,1295999.0,1286990.0,1295493.0,184.28732739,1001
2019-07-11T01:30:00.0000000Z,2019-07-11T01:45:00.0000000Z,2019-07-11T01:30:00.0000000Z,2019-07-11T01:44:57.0000000Z,1295522.0,1302640.0,1291599.0,1300160.0,159.48312389,800
2019-07-11T01:45:00.0000000Z,2019-07-11T02:00:00.0000000Z,2019-07-11T01:45:02.0000000Z,2019-07-11T01:59:58.0000000Z,1302233.0,1307999.0,1298000.0,1300380.0,168.80008519,918
2019-07-11T02:00:00.0000000Z,2019-07-11T02:15:00.0000000Z,2019-07-11T02:00:01.0000000Z,2019-07-11T02:14:59.0000000Z,1300374.0,1303000.0,1298000.0,1299589.0,135.73850122,720
2019-07-11T02:15:00.0000000Z,2019-07-11T02:30:00.0000000Z,2019-07-11T02:15:07.0000000Z,2019-07-11T02:29:51.0000000Z,1299589.0,1299926.0,1294614.0,1295544.0,76.15793505,531
2019-07-11T02:30:00.0000000Z,2019-07-11T02:45:00.0000000Z,2019-07-11T02:30:06.0000000Z,2019-07-11T02:44:52.0000000Z,1295605.0,1296825.0,1291998.0,1292540.0,97.47283369,669
2019-07-11T02:45:00.0000000Z,2019-07-11T03:00:00.0000000Z,2019-07-11T02:45:02.0000000Z,2019-07-11T02:59:57.0000000Z,1292541.0,1296219.0,1283790.0,1295425.0,123.56889127,875
2019-07-11T03:00:00.0000000Z,2019-07-11T03:15:00.0000000Z,2019-07-11T03:00:00.0000000Z,2019-07-11T03:14:57.0000000Z,1295950.0,1299000.0,1280136.0,1285705.0,258.23811969,1347
2019-07-11T03:15:00.0000000Z,2019-07-11T03:30:00.0000000Z,2019-07-11T03:15:01.0000000Z,2019-07-11T03:29:59.0000000Z,1285687.0,1286321.0,1263629.0,1266201.0,313.10254349,1982
2019-07-11T03:30:00.0000000Z,2019-07-11T03:45:00.0000000Z,2019-07-11T03:30:00.0000000Z,2019-07-11T03:44:59.0000000Z,1266993.0,1273960.0,1256124.0,1258666.0,286.31050562,1892
2019-07-11T03:45:00.0000000Z,2019-07-11T04:00:00.0000000Z,2019-07-11T03:45:01.0000000Z,2019-07-11T03:59:54.0000000Z,1257972.0,1271795.0,1257971.0,1264157.0,174.94640281,1404
2019-07-11T04:00:00.0000000Z,2019-07-11T04:15:00.0000000Z,2019-07-11T04:00:08.0000000Z,2019-07-11T04:14:59.0000000Z,1264157.0,1268998.0,1251347.0,1252000.0,207.03835539,1563
2019-07-11T04:15:00.0000000Z,2019-07-11T04:30:00.0000000Z,2019-07-11T04:15:00.0000000Z,2019-07-11T04:29:59.0000000Z,1254007.0,1259220.0,1212000.0,1221530.0,638.66532862,3786
2019-07-11T04:30:00.0000000Z,2019-07-11T04:45:00.0000000Z,2019-07-11T04:30:00.0000000Z,2019-07-11T04:44:59.0000000Z,1221530.0,1230118.0,1214825.0,1228318.0,330.19461214,2475
2019-07-11T04:45:00.0000000Z,2019-07-11T05:00:00.0000000Z,2019-07-11T04:45:01.0000000Z,2019-07-11T04:59:55.0000000Z,1228318.0,1234192.0,1221503.0,1233230.0,299.00836019,1787
2019-07-11T05:00:00.0000000Z,2019-07-11T05:15:00.0000000Z,2019-07-11T05:00:00.0000000Z,2019-07-11T05:14:59.0000000Z,1232312.0,1233419.0,1220315.0,1224563.0,243.84877876,1508
2019-07-11T05:15:00.0000000Z,2019-07-11T05:30:00.0000000Z,2019-07-11T05:15:05.0000000Z,2019-07-11T05:29:59.0000000Z,1223951.0,1234000.0,1220000.0,1230110.0,160.16532776,1224
