Close,High,Low,Open,time_close,time_open,time_period_end,Date,trades_count,Volume
1197250.0,1197531.0,1196998.0,1197531.0,2020-10-18T00:10:48.8420000Z,2020-10-18T00:00:03.2760000Z,2020-10-18T00:15:00.0000000Z,2020-10-18T00:00:00.0000000Z,29,0.7162
1198852.0,1198852.0,1197250.0,1197250.0,2020-10-18T00:29:52.2670000Z,2020-10-18T00:15:11.2980000Z,2020-10-18T00:30:00.0000000Z,2020-10-18T00:15:00.0000000Z,47,1.6614
1200340.0,1200340.0,1198674.0,1198852.0,2020-10-18T00:44:55.2260000Z,2020-10-18T00:30:52.6560000Z,2020-10-18T00:45:00.0000000Z,2020-10-18T00:30:00.0000000Z,56,5.597
1200181.0,1200320.0,1200003.0,1200320.0,2020-10-18T00:59:26.8350000Z,2020-10-18T00:45:31.2610000Z,2020-10-18T01:00:00.0000000Z,2020-10-18T00:45:00.0000000Z,58,1.3871
1200622.0,1200709.0,1200181.0,1200181.0,2020-10-18T01:14:40.8470000Z,2020-10-18T01:00:00.8010000Z,2020-10-18T01:15:00.0000000Z,2020-10-18T01:00:00.0000000Z,85,3.9447
1200622.0,1200622.0,1200573.0,1200622.0,2020-10-18T01:29:30.0550000Z,2020-10-18T01:16:25.0220000Z,2020-10-18T01:30:00.0000000Z,2020-10-18T01:15:00.0000000Z,50,4.0962
1202004.0,1202004.0,1200622.0,1200622.0,2020-10-18T01:43:39.5180000Z,2020-10-18T01:30:00.3310000Z,2020-10-18T01:45:00.0000000Z,2020-10-18T01:30:00.0000000Z,84,11.5555
1201101.0,1202002.0,1200623.0,1202002.0,2020-10-18T01:54:54.1070000Z,2020-10-18T01:45:35.2510000Z,2020-10-18T02:00:00.0000000Z,2020-10-18T01:45:00.0000000Z,34,1.4704
1200486.0,1201133.0,1200066.0,1201132.0,2020-10-18T02:13:57.7500000Z,2020-10-18T02:00:02.4690000Z,2020-10-18T02:15:00.0000000Z,2020-10-18T02:00:00.0000000Z,36,1.188
1199985.0,1200476.0,1199984.0,1200381.0,2020-10-18T02:26:33.1030000Z,2020-10-18T02:16:23.3570000Z,2020-10-18T02:30:00.0000000Z,2020-10-18T02:15:00.0000000Z,40,2.066
1199609.0,1199985.0,1199532.0,1199985.0,2020-10-18T02:43:22.7460000Z,2020-10-18T02:30:27.6330000Z,2020-10-18T02:45:00.0000000Z,2020-10-18T02:30:00.0000000Z,44,1.0689
1200000.0,1200000.0,1199768.0,1199771.0,2020-10-18T02:52:09.8580000Z,2020-10-18T02:45:17.5270000Z,2020-10-18T03:00:00.0000000Z,2020-10-18T02:45:00.0000000Z,28,1.8228
1200222.0,1200222.0,1199999.0,1200000.0,2020-10-18T03:12:42.0000000Z,2020-10-18T03:00:00.3380000Z,2020-10-18T03:15:00.0000000Z,2020-10-18T03:00:00.0000000Z,68,3.4106
1201143.0,1201206.0,1200221.0,1200221.0,2020-10-18T03:29:57.0660000Z,2020-10-18T03:15:18.1120000Z,2020-10-18T03:30:00.0000000Z,2020-10-18T03:15:00.0000000Z,59,2.675
1199929.0,1201134.0,1199227.0,1201134.0,2020-10-18T03:44:24.1360000Z,2020-10-18T03:30:27.8030000Z,2020-10-18T03:45:00.0000000Z,2020-10-18T03:30:00.0000000Z,45,5.7704
1199704.0,1199885.0,1199567.0,1199885.0,2020-10-18T03:59:57.4510000Z,2020-10-18T03:49:04.8310000Z,2020-10-18T04:00:00.0000000Z,2020-10-18T03:45:00.0000000Z,16,0.2551
1200916.0,1201009.0,1199703.0,1199703.0,2020-10-18T04:13:33.4180000Z,2020-10-18T04:00:02.6570000Z,2020-10-18T04:15:00.0000000Z,2020-10-18T04:00:00.0000000Z,41,3.1326
1200838.0,1200917.0,1200838.0,1200915.0,2020-10-18T04:28:18.5900000Z,2020-10-18T04:17:02.2390000Z,2020-10-18T04:30:00.0000000Z,2020-10-18T04:15:00.0000000Z,36,2.3159
1200812.0,1200917.0,1200812.0,1200912.0,2020-10-18T04:44:01.7770000Z,2020-10-18T04:33:33.2720000Z,2020-10-18T04:45:00.0000000Z,2020-10-18T04:30:00.0000000Z,18,0.0774
1200274.0,1200812.0,1200244.0,1200812.0,2020-10-18T04:57:27.0560000Z,2020-10-18T04:46:25.3310000Z,2020-10-18T05:00:00.0000000Z,2020-10-18T04:45:00.0000000Z,41,1.3306
1200782.0,1200917.0,1200382.0,1200383.0,2020-10-18T05:11:46.9610000Z,2020-10-18T05:00:02.7160000Z,2020-10-18T05:15:00.0000000Z,2020-10-18T05:00:00.0000000Z,18,0.3988
1200899.0,1200899.0,1200724.0,1200725.0,2020-10-18T05:29:04.3650000Z,2020-10-18T05:15:47.4700000Z,2020-10-18T05:30:00.0000000Z,2020-10-18T05:15:00.0000000Z,20,2.9439
1202000.0,1202000.0,1200899.0,1200900.0,2020-10-18T05:43:53.2300000Z,2020-10-18T05:30:01.9900000Z,2020-10-18T05:45:00.0000000Z,2020-10-18T05:30:00.0000000Z,73,5.5155
1201621.0,1201904.0,1201561.0,1201902.0,2020-10-18T05:58:16.5640000Z,2020-10-18T05:45:07.7610000Z,2020-10-18T06:00:00.0000000Z,2020-10-18T05:45:00.0000000Z,40,1.0157
1201855.0,1202000.0,1201621.0,1201621.0,2020-10-18T06:12:03.8310000Z,2020-10-18T06:00:03.5080000Z,2020-10-18T06:15:00.0000000Z,2020-10-18T06:00:00.0000000Z,32,0.455
1201846.0,1202000.0,1201806.0,1201854.0,2020-10-18T06:29:07.3560000Z,2020-10-18T06:15:02.2090000Z,2020-10-18T06:30:00.0000000Z,2020-10-18T06:15:00.0000000Z,31,0.7032
1206702.0,1208654.0,1201989.0,1201989.0,2020-10-18T06:44:53.3680000Z,2020-10-18T06:32:40.3430000Z,2020-10-18T06:45:00.0000000Z,2020-10-18T06:30:00.0000000Z,108,5.0141
1207368.0,1207506.0,1205790.0,1206766.0,2020-10-18T06:59:32.3610000Z,2020-10-18T06:45:01.8480000Z,2020-10-18T07:00:00.0000000Z,2020-10-18T06:45:00.0000000Z,94,2.4591
1206915.0,1208544.0,1206504.0,1207503.0,2020-10-18T07:14:59.2490000Z,2020-10-18T07:00:02.5290000Z,2020-10-18T07:15:00.0000000Z,2020-10-18T07:00:00.0000000Z,105,1.7366
1206500.0,1206979.0,1206500.0,1206911.0,2020-10-18T07:29:25.3010000Z,2020-10-18T07:15:32.4050000Z,2020-10-18T07:30:00.0000000Z,2020-10-18T07:15:00.0000000Z,71,2.3185
1206547.0,1206551.0,1206500.0,1206501.0,2020-10-18T07:43:10.2930000Z,2020-10-18T07:30:02.8210000Z,2020-10-18T07:45:00.0000000Z,2020-10-18T07:30:00.0000000Z,26,0.977
1207999.0,1207999.0,1206543.0,1206543.0,2020-10-18T07:59:27.4610000Z,2020-10-18T07:45:00.3160000Z,2020-10-18T08:00:00.0000000Z,2020-10-18T07:45:00.0000000Z,102,3.7909
1206504.0,1209455.0,1206504.0,1208000.0,2020-10-18T08:14:56.1470000Z,2020-10-18T08:00:03.0320000Z,2020-10-18T08:15:00.0000000Z,2020-10-18T08:00:00.0000000Z,138,5.3457
1206000.0,1206501.0,1206000.0,1206501.0,2020-10-18T08:29:41.0050000Z,2020-10-18T08:15:06.5850000Z,2020-10-18T08:30:00.0000000Z,2020-10-18T08:15:00.0000000Z,43,2.1239
1206001.0,1206001.0,1206000.0,1206001.0,2020-10-18T08:43:59.5130000Z,2020-10-18T08:30:02.1520000Z,2020-10-18T08:45:00.0000000Z,2020-10-18T08:30:00.0000000Z,13,1.0183
1206002.0,1206003.0,1206000.0,1206001.0,2020-10-18T08:59:13.7270000Z,2020-10-18T08:46:56.4930000Z,2020-10-18T09:00:00.0000000Z,2020-10-18T08:45:00.0000000Z,39,2.2501
1205501.0,1206003.0,1205501.0,1206003.0,2020-10-18T09:14:47.2540000Z,2020-10-18T09:00:03.0330000Z,2020-10-18T09:15:00.0000000Z,2020-10-18T09:00:00.0000000Z,44,2.6643
1205987.0,1205987.0,1205487.0,1205488.0,2020-10-18T09:27:12.2050000Z,2020-10-18T09:16:11.9140000Z,2020-10-18T09:30:00.0000000Z,2020-10-18T09:15:00.0000000Z,15,0.1972
1205500.0,1205914.0,1205500.0,1205914.0,2020-10-18T09:41:43.8800000Z,2020-10-18T09:30:02.8190000Z,2020-10-18T09:45:00.0000000Z,2020-10-18T09:30:00.0000000Z,26,0.6415
1204000.0,1205500.0,1204000.0,1205500.0,2020-10-18T09:59:51.4800000Z,2020-10-18T09:45:03.2370000Z,2020-10-18T10:00:00.0000000Z,2020-10-18T09:45:00.0000000Z,66,2.6898
1204456.0,1204556.0,1203135.0,1203984.0,2020-10-18T10:13:11.9890000Z,2020-10-18T10:00:02.9180000Z,2020-10-18T10:15:00.0000000Z,2020-10-18T10:00:00.0000000Z,56,2.2729
1204900.0,1205015.0,1204480.0,1204480.0,2020-10-18T10:29:39.2680000Z,2020-10-18T10:16:17.1920000Z,2020-10-18T10:30:00.0000000Z,2020-10-18T10:15:00.0000000Z,100,1.7846
1205282.0,1205290.0,1204900.0,1204900.0,2020-10-18T10:44:55.8520000Z,2020-10-18T10:30:29.8880000Z,2020-10-18T10:45:00.0000000Z,2020-10-18T10:30:00.0000000Z,101,0.48
1205707.0,1205844.0,1204900.0,1205282.0,2020-10-18T10:59:55.8020000Z,2020-10-18T10:45:03.8650000Z,2020-10-18T11:00:00.0000000Z,2020-10-18T10:45:00.0000000Z,151,3.5906
1204901.0,1205708.0,1204900.0,1205708.0,2020-10-18T11:14:34.4790000Z,2020-10-18T11:00:03.0140000Z,2020-10-18T11:15:00.0000000Z,2020-10-18T11:00:00.0000000Z,59,1.2229
1205998.0,1205998.0,1204901.0,1204902.0,2020-10-18T11:28:49.1120000Z,2020-10-18T11:15:47.0170000Z,2020-10-18T11:30:00.0000000Z,2020-10-18T11:15:00.0000000Z,33,0.9127
1205319.0,1206475.0,1205305.0,1205998.0,2020-10-18T11:44:39.2040000Z,2020-10-18T11:30:48.2350000Z,2020-10-18T11:45:00.0000000Z,2020-10-18T11:30:00.0000000Z,66,4.0281
1205216.0,1205502.0,1205020.0,1205320.0,2020-10-18T11:58:15.1300000Z,2020-10-18T11:46:11.8770000Z,2020-10-18T12:00:00.0000000Z,2020-10-18T11:45:00.0000000Z,50,1.4469
1205215.0,1205216.0,1205215.0,1205216.0,2020-10-18T12:11:26.2980000Z,2020-10-18T12:00:02.8300000Z,2020-10-18T12:15:00.0000000Z,2020-10-18T12:00:00.0000000Z,36,2.1083
1205469.0,1205469.0,1205215.0,1205216.0,2020-10-18T12:29:47.8140000Z,2020-10-18T12:18:47.4620000Z,2020-10-18T12:30:00.0000000Z,2020-10-18T12:15:00.0000000Z,8,1.3018
1204370.0,1205470.0,1203975.0,1205470.0,2020-10-18T12:44:37.3010000Z,2020-10-18T12:30:37.5900000Z,2020-10-18T12:45:00.0000000Z,2020-10-18T12:30:00.0000000Z,72,4.6648
1204299.0,1204616.0,1204180.0,1204501.0,2020-10-18T12:59:51.7340000Z,2020-10-18T12:45:13.0970000Z,2020-10-18T13:00:00.0000000Z,2020-10-18T12:45:00.0000000Z,122,6.9301
1205872.0,1205910.0,1204300.0,1204300.0,2020-10-18T13:14:54.2980000Z,2020-10-18T13:00:02.8390000Z,2020-10-18T13:15:00.0000000Z,2020-10-18T13:00:00.0000000Z,65,4.3292
1205669.0,1205871.0,1205669.0,1205871.0,2020-10-18T13:29:55.0190000Z,2020-10-18T13:16:30.5460000Z,2020-10-18T13:30:00.0000000Z,2020-10-18T13:15:00.0000000Z,28,0.2351
1204548.0,1205664.0,1204324.0,1205664.0,2020-10-18T13:41:22.2680000Z,2020-10-18T13:30:04.0730000Z,2020-10-18T13:45:00.0000000Z,2020-10-18T13:30:00.0000000Z,53,1.4192
1206001.0,1206242.0,1204548.0,1204548.0,2020-10-18T13:59:56.0950000Z,2020-10-18T13:45:00.5560000Z,2020-10-18T14:00:00.0000000Z,2020-10-18T13:45:00.0000000Z,58,2.9504
1206889.0,1206950.0,1206000.0,1206001.0,2020-10-18T14:14:51.3060000Z,2020-10-18T14:00:02.6110000Z,2020-10-18T14:15:00.0000000Z,2020-10-18T14:00:00.0000000Z,57,1.2156
1209450.0,1211000.0,1206313.0,1206889.0,2020-10-18T14:29:46.4290000Z,2020-10-18T14:15:11.7210000Z,2020-10-18T14:30:00.0000000Z,2020-10-18T14:15:00.0000000Z,210,7.4912
1206828.0,1209281.0,1206828.0,1209281.0,2020-10-18T14:43:54.1640000Z,2020-10-18T14:30:05.9820000Z,2020-10-18T14:45:00.0000000Z,2020-10-18T14:30:00.0000000Z,118,2.6172
1205943.0,1206815.0,1205074.0,1206815.0,2020-10-18T14:58:29.8530000Z,2020-10-18T14:45:05.6800000Z,2020-10-18T15:00:00.0000000Z,2020-10-18T14:45:00.0000000Z,39,0.4752
1206369.0,1206492.0,1205943.0,1205943.0,2020-10-18T15:12:48.9830000Z,2020-10-18T15:00:03.0170000Z,2020-10-18T15:15:00.0000000Z,2020-10-18T15:00:00.0000000Z,54,2.3312
1205989.0,1206895.0,1205989.0,1206387.0,2020-10-18T15:29:00.7370000Z,2020-10-18T15:15:09.3890000Z,2020-10-18T15:30:00.0000000Z,2020-10-18T15:15:00.0000000Z,49,1.4884
1206742.0,1206896.0,1206261.0,1206261.0,2020-10-18T15:44:49.8030000Z,2020-10-18T15:32:45.8990000Z,2020-10-18T15:45:00.0000000Z,2020-10-18T15:30:00.0000000Z,27,0.3859
1207522.0,1208000.0,1206741.0,1206741.0,2020-10-18T15:58:08.9640000Z,2020-10-18T15:49:18.3290000Z,2020-10-18T16:00:00.0000000Z,2020-10-18T15:45:00.0000000Z,43,1.9016
1206698.0,1207999.0,1206002.0,1207513.0,2020-10-18T16:13:13.9000000Z,2020-10-18T16:00:03.2010000Z,2020-10-18T16:15:00.0000000Z,2020-10-18T16:00:00.0000000Z,66,1.3587
