Date,time_period_end,time_open,time_close,Open,High,Low,Close,Volume,trades_count
2018-09-21T00:00:00.0000000Z,2018-09-21T00:15:00.0000000Z,2018-09-21T00:00:04.0000000Z,2018-09-21T00:14:59.0000000Z,727852.0,733000.0,727852.0,732952.0,166.53628759,1005
2018-09-21T00:15:00.0000000Z,2018-09-21T00:30:00.0000000Z,2018-09-21T00:15:01.0000000Z,2018-09-21T00:29:59.0000000Z,732951.0,733500.0,729623.0,729694.0,129.66057996,763
2018-09-21T00:30:00.0000000Z,2018-09-21T00:45:00.0000000Z,2018-09-21T00:30:00.0000000Z,2018-09-21T00:44:59.0000000Z,729868.0,730995.0,729000.0,729847.0,116.32344766,604
2018-09-21T00:45:00.0000000Z,2018-09-21T01:00:00.0000000Z,2018-09-21T00:45:07.0000000Z,2018-09-21T00:59:56.0000000Z,730000.0,730200.0,728150.0,729979.0,74.8741337,393
2018-09-21T01:00:00.0000000Z,2018-09-21T01:15:00.0000000Z,2018-09-21T01:00:03.0000000Z,2018-09-21T01:14:57.0000000Z,730000.0,730410.0,728710.0,729394.0,58.97956372,366
2018-09-21T01:15:00.0000000Z,2018-09-21T01:30:00.0000000Z,2018-09-21T01:15:04.0000000Z,2018-09-21T01:29:58.0000000Z,729341.0,729999.0,727910.0,729672.0,92.02825976,426
2018-09-21T01:30:00.0000000Z,2018-09-21T01:45:00.0000000Z,2018-09-21T01:30:00.0000000Z,2018-09-21T01:44:56.0000000Z,729824.0,729930.0,728698.0,729498.0,112.20014078,413
2018-09-21T01:45:00.0000000Z,2018-09-21T02:00:00.0000000Z,2018-09-21T01:45:17.0000000Z,2018-09-21T01:59:51.0000000Z,729498.0,730750.0,729497.0,730253.0,110.17919337,541
2018-09-21T02:00:00.0000000Z,2018-09-21T02:15:00.0000000Z,2018-09-21T02:00:08.0000000Z,2018-09-21T02:14:53.0000000Z,730000.0,730888.0,729935.0,730888.0,58.05440458,251
2018-09-21T02:15:00.0000000Z,2018-09-21T02:30:00.0000000Z,2018-09-21T02:15:03.0000000Z,2018-09-21T02:29:57.0000000Z,730631.0,732000.0,730540.0,731425.0,47.67948332,285
2018-09-21T02:30:00.0000000Z,2018-09-21T02:45:00.0000000Z,2018-09-21T02:30:08.0000000Z,2018-09-21T02:44:55.0000000Z,731748.0,733000.0,731372.0,732992.0,42.21646698,353
