Date,High,Low,Open,Close,Volume,Adj Close,ClassLabel,Delta,RSI14,RSI30,BB+1sigma,BBmiddle,BB-1sigma,Sigma,BBPosition
2016-05-18,50073.27734375,48219.1640625,50070.36328125,48219.1640625,10554371534,48219.1640625,0.0,-1851.19921875,,,,,,,
2016-05-19,49054.64453125,48060.3046875,48117.828125,48756.3359375,9030147746,48756.3359375,0.0,638.5078125,,,,,,,
2016-05-20,48877.7109375,48649.5,48788.27734375,48812.7265625,4709839722,48812.7265625,0.0,24.44921875,,,,,,,
2016-05-21,48839.05078125,48346.53515625,48816.02734375,48325.53125,4362336000,48325.53125,0.0,-490.49609375,,,,,,,
2016-05-22,48575.796875,48143.26953125,48328.27734375,48572.7890625,5531702200,48572.7890625,0.0,244.51171875,,,,,,,
2016-05-23,49176.53125,48508.23046875,48587.6640625,49129.265625,7246666296,49129.265625,0.0,541.6015625,,,,,,,
2016-05-24,49685.8828125,49138.19140625,49138.19140625,49509.83984375,7183237720,49509.83984375,0.0,371.6484375,,,,,,,
2016-05-25,49751.140625,49093.87890625,49517.87890625,49731.69140625,7152204822,49731.69140625,0.0,213.8125,,,,,,,
2016-05-26,52452.9453125,49696.83203125,49746.71875,52185.19921875,18162160938,52185.19921875,0.0,2438.48046875,,,,,,,
2016-05-27,58799.3984375,52100.8828125,52137.25390625,58421.0078125,19971754661,58421.0078125,0.0,6283.75390625,,,,,,,
2016-05-28,61057.47265625,56452.37109375,58138.515625,58285.5625,16474109233,58285.5625,0.0,147.046875,,,,,,,
2016-05-29,60493.50390625,57907.6953125,58533.44921875,59168.1484375,9748463164,59168.1484375,0.0,634.69921875,,,,,,,
2016-05-30,60712.859375,57647.6953125,59204.38671875,58781.91796875,15315339000,58781.91796875,0.0,-422.46875,,,,,,,
2016-05-31,59347.78515625,58114.31640625,58751.0546875,58755.15234375,9417742774,58755.15234375,0.0,4.09765625,,,,,,,
2016-06-01,58817.3125,57977.5625,58710.83984375,58558.25,6572167070,58558.25,0.0,-152.58984375,0.8067933294271125,,,,,,
2016-06-02,61204.6953125,58320.25,58526.6875,60624.8515625,12996350200,60624.8515625,0.0,2098.1640625,0.9154869271832177,,,,,,
2016-06-03,62854.9609375,60096.98828125,60679.28125,61001.15234375,10110493277,61001.15234375,0.0,321.87109375,0.9242558787480959,,,,,,
2016-06-04,62074.87890625,60571.921875,61063.03515625,61327.046875,7346111079,61327.046875,0.0,264.01171875,0.9258241056021179,,,,,,
2016-06-05,62963.41796875,61252.5703125,61287.046875,62910.09375,7750602986,62910.09375,0.0,1623.046875,0.959327502360809,,,,,,
2016-06-06,63334.7890625,60894.25,62900.2109375,61863.08984375,11562643300,61863.08984375,0.0,-1037.12109375,0.9629407916117779,,66167.37198278088,55146.9408203125,44126.509657844115,5510.215581234192,1.2188541309182683
2016-06-07,62305.48828125,61359.296875,61924.24609375,62096.421875,8569176808,62096.421875,0.0,172.17578125,0.8993193926738354,,66776.26709332016,55840.8037109375,44905.340328554834,5467.731691191329,1.1440975010058518
2016-06-08,62155.9921875,60834.828125,62155.9921875,61542.875,7636337100,61542.875,0.0,-613.1171875,0.8980493871990495,,67176.58756557902,56480.1306640625,45783.67376254598,5348.228450758259,0.9466208077218017
2016-06-09,61943.42578125,61374.44140625,61672.140625,61766.1875,7165453624,61766.1875,0.0,94.046875,0.8627431280127852,,67450.92973877546,57127.8037109375,46804.67768309954,5161.563013918982,0.8986393804656371
2016-06-10,64937.12890625,61894.97265625,61894.97265625,64895.51953125,8808904720,64895.51953125,1.0,3000.546875,0.8395397297438894,,67975.92225887583,57956.303125,47936.68399112417,5009.8095669379145,1.3851257844300406
2016-06-11,73079.703125,64928.890625,65211.8046875,71631.3125,29501239098,71631.3125,1.0,6419.5078125,0.7897689131993559,,69826.82798341822,59109.229296875,48391.63061033178,5358.79934327161,2.3367329883040786
2016-06-12,76096.90625,70807.734375,71511.0,74783.59375,25830630999,74783.59375,2.0,3272.59375,0.86799338479267,,72118.09943373212,60391.945703125,48665.79197251788,5863.076865303559,2.4546238054700784
2016-06-13,74769.015625,70250.6015625,74797.1953125,72710.390625,19800765640,72710.390625,1.0,-2086.8046875,0.8858550472347987,,73332.66919870977,61551.9732421875,49771.27728566523,5890.347978261136,1.894356228866894
2016-06-14,73794.1875,71459.6015625,72723.75,73530.375,10505815944,73530.375,1.0,806.625,0.8161772768910233,,74312.28481460422,62741.907421875,51171.53002914578,5785.18869636461,1.8648428157415897
2016-06-15,80745.625,73664.2734375,73747.859375,80263.1015625,28450943484,80263.1015625,2.0,6515.2421875,0.8228943912745056,,76994.91060987578,64145.8025390625,51296.69446824922,6424.55403540664,2.5087031620580595
2016-06-16,81047.9609375,74643.640625,80491.328125,77953.9375,37818082057,77953.9375,2.0,-2537.390625,0.8680649793247102,,79009.94296875781,65122.4490234375,51234.955078117186,6943.746972660156,1.8479199381953786
2016-06-17,80980.9765625,76394.671875,77938.0078125,78715.6640625,26305416620,78715.6640625,2.0,777.65625,0.7818658239640611,83.9397455165963,80850.92840410116,66143.9541015625,51436.979799023844,7353.487151269328,1.7096256105876821
2016-06-18,80165.5546875,77612.4140625,78763.65625,79891.4921875,14244950163,79891.4921875,2.0,1127.8359375,0.7852683806017707,84.36310206346948,82674.22052477265,67180.1212890625,51686.02205335235,7747.049617855075,1.640801534191915
2016-06-19,79900.265625,76518.6796875,79906.765625,76531.4296875,18115987740,76531.4296875,2.0,-3375.3359375,0.7914341881962181,78.26430269992714,83569.21257834426,68067.596875,52565.981171655745,7750.807851672129,1.0919936314346952
2016-06-20,76311.0703125,67076.7890625,76392.015625,69778.4609375,32441838480,69778.4609375,1.0,-6613.5546875,0.6968912699067094,68.03809534969402,83529.36399037384,68618.7623046875,53708.16061900115,7455.300842843171,0.15555356614827637
2016-06-21,70873.5078125,61503.59375,69701.3203125,62377.58203125,27875362682,62377.58203125,0.0,-7323.73828125,0.5930175702993125,59.259576733205655,83291.71269066603,68809.72890625,54327.745121833985,7240.9918922080105,-0.8882963785557614
2016-06-22,66620.5625,58409.2421875,62516.43359375,65480.14453125,26598302280,65480.14453125,0.0,2963.7109375,0.49398744765143315,61.418365769880914,83134.78380271074,69052.4935546875,54970.20330666428,7041.145124011615,-0.5073534148948488
2016-06-23,69202.109375,65691.0703125,65647.84375,67986.90625,22922953412,67986.90625,1.0,2339.0625,0.5324093359483469,63.05465533680831,83006.38220904992,69401.78125,55797.180290950084,6802.300479524958,-0.20799948550623398
2016-06-24,70687.9921875,66071.8671875,67985.0625,67968.9140625,12942976640,67968.9140625,1.0,-16.1484375,0.5537632165763637,63.03480562841053,82849.29979835232,69733.874609375,56618.449420397665,6557.712594488665,-0.2691427111883997
2016-06-25,68056.4921875,63044.48828125,68051.4921875,64308.71875,11160610500,64308.71875,0.0,-3742.7734375,0.5245722960940298,59.11826865502127,82787.19842623122,69803.805859375,56820.41329251878,6491.696283428108,-0.8464793898942513
2016-06-26,66693.890625,63479.60546875,64306.87890625,66693.890625,12430798520,66693.890625,1.0,2387.01171875,0.40927245200509466,60.76176939517969,82601.55697376012,70045.3458984375,57489.13482311489,6278.105537661308,-0.5338322609157622
2016-06-27,67131.21875,65473.77734375,66981.6171875,66427.59375,14207987128,66427.59375,0.0,-554.0234375,0.3969959390956008,60.48094885706089,82404.86103354827,70261.9044921875,58118.94795082673,6071.478270680382,-0.6315283644682834
2016-06-28,66041.2265625,64386.54296875,66132.0078125,65767.8984375,14641627680,65767.8984375,0.0,-364.109375,0.4118086535949005,59.77299644167333,82139.6807834666,70473.1556640625,58806.630544658416,5833.262559702045,-0.8066253110339754
2016-06-29,69667.8203125,65424.203125,65839.9453125,69407.578125,14326058400,69407.578125,1.0,3567.6328125,0.39644373705689695,62.29218058464432,81836.51528487884,70855.2251953125,59873.935105746146,5490.645044783174,-0.26365701270162184
2016-06-30,70529.765625,68988.265625,69322.8515625,69327.1015625,13780522630,69327.1015625,1.0,4.25,0.34924159228309576,62.20307936999857,81742.43868425154,71076.804296875,60411.16990949845,5332.817193688272,-0.3281010150593346
2016-07-01,72136.4921875,69337.65625,69372.0,72136.4921875,11517408540,72136.4921875,2.0,2764.4921875,0.3745262302236673,64.05959668880884,81775.22104433314,71102.06328125,60428.90551816685,5336.578881541573,0.19383746201671218
2016-07-02,72266.2734375,66529.90625,72266.2734375,67493.296875,13271094640,67493.296875,1.0,-4772.9765625,0.40798316756026165,59.096714103917314,81380.79596947615,70737.5484375,60094.300905523836,5321.623765988079,-0.609635649786983
2016-07-03,70075.3515625,66716.1015625,67507.6484375,70075.3515625,9430861000,70075.3515625,1.0,2567.703125,0.34387266041993353,60.841905608308956,81213.2732531077,70605.796484375,59998.31971564228,5303.738384366356,-0.10001340251596273
2016-07-04,69989.484375,67557.3984375,70028.921875,67833.921875,13197647400,67833.921875,1.0,-2195.0,0.4150417813690501,58.5967753167438,80904.92835790043,70320.973828125,59737.01929834958,5291.9772648877115,-0.4699664848574845
2016-07-05,68789.875,67866.4140625,67812.78125,68484.9375,13645905901,68484.9375,1.0,672.15625,0.4666095271612562,59.05079405284776,79299.60800033527,69732.065625,60164.52324966474,4783.771187667633,-0.26069978602133986
2016-07-06,68802.796875,61630.0390625,68561.6796875,64543.02734375,26005249966,64543.02734375,1.0,-4018.65234375,0.5972117603711492,55.25543247540959,78095.05376813057,69061.5201171875,60027.98646624441,4516.766825471539,-1.0003821202272878
2016-07-07,67024.0546875,63914.015625,64555.72265625,67005.5546875,14272244100,67005.5546875,1.0,2449.83203125,0.47728466670681635,57.03982759628676,76377.80959093156,68476.0146484375,60574.21970594343,3950.89747124703,-0.3721837814417836
2016-07-08,66991.578125,63675.6015625,66991.578125,65441.01171875,18149284080,65441.01171875,1.0,-1550.56640625,0.4792097719753791,55.582953495849644,73764.29943273302,67753.490625,61742.68181726698,3005.404403866509,-0.7694401802549297
2016-07-09,65575.1171875,64466.26953125,65404.71875,65377.5625,10322921760,65377.5625,1.0,-27.15625,0.4559487582394579,55.5234582357945,71734.99312445242,67195.797265625,62656.601406797585,2269.597929413707,-0.8011263766418313
2016-07-10,66338.890625,66084.6484375,65289.37109375,66378.5703125,11059695900,66378.5703125,1.0,1089.19921875,0.516679960298345,56.287091599565386,71417.64154429945,67025.802734375,62633.96392445056,2195.919404962224,-0.2947432498717476
2016-07-11,70719.875,66792.8671875,66442.5234375,69578.4921875,14466712262,69578.4921875,1.0,3135.96875,0.49309680800067673,58.63566989794198,71354.69827833216,67385.8482421875,63416.99820604283,1984.425018072332,1.1049265784012527
2016-07-12,69718.6640625,68110.484375,69604.2421875,68110.484375,13679897430,68110.484375,1.0,-1493.7578125,0.5569363970719151,57.177746768504754,71398.24940047461,67517.365234375,63636.48106827539,1940.4420830498057,0.3056618622148159
2016-07-13,69823.46875,67949.6953125,67949.6953125,69183.7421875,10356503482,69183.7421875,1.0,1234.046875,0.5361790248262963,57.96815264672982,71521.59626470302,67577.20703125,63632.817797796975,1972.1946167265123,0.8145926079630816
2016-07-14,69929.6875,69963.6875,69298.6484375,69529.0234375,8561791492,69529.0234375,1.0,230.375,0.49748959548403654,58.22477332863989,71688.2135648944,67655.2125,63622.21143510559,2016.5005324472004,0.9292389996178041
2016-07-15,69865.0078125,69117.984375,69584.1640625,69268.2109375,5276114866,69268.2109375,1.0,-315.953125,0.5015187649539135,57.94831311570617,71684.67896709188,67903.187109375,64121.69525165811,1890.7459288584432,0.7219498967527344
2016-07-16,71532.3203125,69396.7265625,69396.7265625,71608.1796875,7841849002,71608.1796875,2.0,2211.453125,0.4418564579599494,59.723254888679925,72212.28595281375,68148.9015625,64085.51717218626,2031.692195156873,1.7026585686779665
2016-07-17,71910.8671875,70994.6015625,71645.0703125,71450.203125,7373709750,71450.203125,2.0,-194.8671875,0.5860141287691343,59.547716680551375,72624.48050866698,68400.03203125,64175.583553833014,2112.2242387084916,1.4440564774576272
2016-07-18,71306.765625,70829.078125,71411.1328125,71397.6015625,6494282163,71397.6015625,2.0,-13.53125,0.5294701725813654,59.487490810172346,72917.1385744347,68681.5171875,64445.89580056528,2117.810693467356,1.2824962983604236
2016-07-19,71397.765625,70952.984375,71391.4453125,71341.4609375,10142182988,71341.4609375,2.0,-49.984375,0.5914431661274596,59.42113777550292,73161.44264300783,68778.211328125,64394.98001324218,2191.6156574414126,1.1695707687941248
2016-07-20,70552.59375,70763.46875,71292.484375,70338.3203125,6398217686,70338.3203125,2.0,-954.1640625,0.5745588396002713,58.22075215693907,73259.23759523979,68828.772265625,64398.30693601021,2215.232664807394,0.68143995475358
2016-07-21,70464.4921875,68591.3359375,70328.796875,69004.65625,14229964140,69004.65625,2.0,-1324.140625,0.6923266044297737,56.64690027644678,72837.38441242462,68672.18046875,64506.97652507537,2082.6019718373136,0.15964441873484161
2016-07-22,69614.1796875,68782.453125,69016.0,69528.2734375,7374585132,69528.2734375,2.0,512.2734375,0.5714972301978786,57.11771996518939,72918.33978873127,68773.929296875,64629.51880501871,2072.2052459281404,0.36402964528117254
2016-07-23,70329.4453125,69235.2265625,69512.78125,70268.140625,12558231840,70268.140625,2.0,755.359375,0.6579652163978006,57.78781351810379,72940.91888737158,68783.56875,64626.21861262844,2078.675068685785,0.7141914084429729
2016-07-24,70451.59375,69214.1328125,70265.8046875,69053.015625,8253092682,69053.015625,2.0,-1212.7890625,0.6784036574900885,56.29328364920298,72980.08298310461,68844.5234375,64708.96389189539,2067.779772802307,0.10082901005335117
2016-07-25,68647.6953125,67403.9375,69066.640625,68320.0,23598651538,68320.0,2.0,-746.640625,0.5923950121122796,55.39918134054218,72975.32781483581,68836.2765625,64697.2253101642,2069.5256261679024,-0.2494661365735207
2016-07-26,69486.5234375,68411.1640625,68303.546875,68641.5234375,15468658060,68641.5234375,2.0,337.9765625,0.43944885635610437,55.718318517302656,72686.05480076182,69041.2013671875,65396.347933613186,1822.4267167871585,-0.219310837580407
2016-07-27,68876.5,68630.03125,68656.2109375,68654.21875,9058560604,68654.21875,2.0,-1.9921875,0.5232531589233538,55.73125707224178,72653.359099029,69123.6345703125,65593.910041596,1764.8622643582494,-0.26597872808119055
2016-07-28,67128.0859375,67835.828125,68662.1875,67046.03125,6194792175,67046.03125,2.0,-1616.15625,0.45674406138915535,53.67603552056549,72457.21296193966,69203.885546875,65950.55813181034,1626.6637075323306,-1.3265521858531468
2016-07-29,67171.65625,66762.0234375,67048.078125,66847.546875,3924445005,66847.546875,2.0,-200.53125,0.3724951435289238,53.42449201647147,72234.55359822315,69277.384765625,66320.21593302685,1478.584416299076,-1.64335418650423
2016-07-30,66871.828125,63910.0,66852.953125,63923.609375,11340005940,63923.609375,2.0,-2929.34375,0.3767385983878206,49.863427664538015,72723.46514168748,69154.63671875,65585.80829581252,1784.414211468742,-2.9315095733542544
2016-07-31,64008.1484375,61987.98828125,63915.5234375,62009.49609375,12466602360,62009.49609375,2.0,-1906.02734375,0.14798584068757345,47.70980377960326,73502.52963462546,68776.1869140625,64049.84419349955,2363.171360281478,-2.8633940534496505
2016-08-01,62774.0234375,53701.92578125,62022.28125,55332.2890625,33447397501,55332.2890625,0.0,-6689.9921875,0.12782587846160878,41.27641031862107,75671.50163887611,68137.2771484375,60603.05265799887,3767.1122452193085,-3.399152255733233
2016-08-02,58001.09765625,54815.38671875,55452.6640625,57388.75,21074816060,57388.75,0.0,1936.0859375,0.0834630349009405,43.695353131639095,76394.02230376076,67547.5275390625,58701.03277436424,4423.247382349131,-2.2966785849692415
