Date,High,Low,Open,Close,Volume,Adj Close,ClassLabel,Delta,RSI14,RSI30,BB+1sigma,BBmiddle,BB-1sigma,Sigma,BBPosition
2016-08-03,58627.609375,57228.33984375,57386.1171875,58517.0625,12678297480,58517.0625,1.0,1130.9453125,0.16766633830219604,44.98168341914598,76618.3863127625,66996.9294921875,57375.47267161249,4810.728410287498,-1.7626991733837505
2016-08-04,58556.734375,57602.37890625,58516.25390625,58539.37890625,6731820220,58539.37890625,1.0,23.125,0.21937018429761235,45.007389194692784,76692.57670399128,66460.487890625,56228.39907725871,5116.044406683141,-1.5482877697518749
2016-08-05,59898.7109375,57971.9453125,58538.05859375,59835.80078125,8225164732,59835.80078125,1.0,1297.7421875,0.23479722372238787,46.5093097590491,76205.66312391861,65871.8689453125,55538.07476670639,5166.897089303056,-1.1682191574047163
2016-08-06,60826.82421875,59737.8671875,59835.0859375,60478.0859375,8407932736,60478.0859375,1.0,643.0,0.26371477677115746,47.247704809325306,75578.91738749464,65323.2630859375,55067.608784380354,5127.827150778572,-0.9448791868309839
2016-08-07,60544.6875,60080.76171875,60482.78515625,60447.09375,6258320607,60447.09375,1.0,-35.69140625,0.25971288260415815,47.21517063864154,74843.26950964067,64775.7376953125,54708.20588098432,5033.765907164085,-0.8599215825972256
2016-08-08,60456.7890625,59841.87109375,60445.45703125,59902.80078125,9398965263,59902.80078125,1.0,-542.65625,0.2753940062322873,46.63179948635272,74010.64545636611,64203.8046875,54396.9639186339,4903.420384433055,-0.8771436199727942
2016-08-09,60760.37890625,59504.92578125,59887.20703125,59873.45703125,10405753600,59873.45703125,1.0,-13.75,0.2783060015016511,46.59968858126326,73235.81756422814,63680.5615234375,54125.305482646865,4777.628020395321,-0.7968608012041264
2016-08-10,60536.98046875,59978.30859375,59875.58203125,59978.30859375,7586311064,59978.30859375,1.0,102.7265625,0.2652442703851789,46.735267657534656,72586.61059195867,63229.244140625,53871.87768929133,4678.683225666835,-0.6948398491782175
2016-08-11,60218.01171875,59560.39453125,59945.5234375,59513.8515625,7011091220,59513.8515625,1.0,-431.671875,0.2692304383008799,46.197785647851134,71749.75881782002,62728.523046875,53707.28727592998,4510.617885472511,-0.7126898278678393
2016-08-12,59738.20703125,59252.5234375,59493.390625,59314.2109375,4412496270,59314.2109375,1.0,-179.1796875,0.28706268640285254,45.962740252918856,70615.58487973487,62180.8265625,53746.06824526512,4217.3791586174375,-0.6797149407689839
2016-08-13,59322.109375,57184.078125,59314.30859375,57760.39453125,6161173875,57760.39453125,1.0,-1553.9140625,0.28740583153423305,44.15400609889998,69636.95372165504,61616.1955078125,53595.43729396996,4010.3791069212675,-0.9614554818291399
2016-08-14,57960.26171875,56898.50390625,57762.51953125,57421.703125,5796662629,57421.703125,0.0,-340.81640625,0.3113834086869329,43.76565016771139,68665.7120392983,61071.2806640625,53476.84928882669,3797.2156876179033,-0.9611193672677514
2016-08-15,58278.51171875,56807.61328125,57422.0078125,57830.51953125,5849280780,57830.51953125,0.0,408.51171875,0.34404683741673764,44.376543239392475,67396.98135790275,60530.73046875,53664.47957959725,3433.125444576377,-0.7865168287881151
2016-08-16,58530.87890625,57325.85546875,57862.76171875,57247.08203125,5437222410,57247.08203125,0.0,-615.6796875,0.6414646397741561,43.67606236960581,65859.73212613062,59960.3736328125,54061.015139494375,2949.6792466590596,-0.9198598812517322
2016-08-17,57790.75390625,57239.78125,57296.11328125,57494.97265625,5996248626,57494.97265625,0.0,198.859375,0.4926695873397415,44.06414314083687,64489.27004887088,59482.820703125,54476.37135737912,2503.2246728729406,-0.794114914420987
2016-08-18,57945.2265625,57584.71484375,57497.078125,57678.125,5073286320,57678.125,0.0,181.046875,0.4186361537591238,44.35717438339911,62769.65321190686,59024.349609375,55279.04600684314,1872.651801265929,-0.7188867724714976
2016-08-19,58398.36328125,57660.7890625,57723.6171875,58286.04296875,4539200280,58286.04296875,0.0,562.42578125,0.43266313874036677,45.340383659071826,61745.4610682977,58742.4712890625,55739.4815098273,1501.4948896175993,-0.30398259991996684
2016-08-20,58532.6328125,58340.921875,58310.2890625,58450.51953125,3851004670,58450.51953125,0.0,140.23046875,0.3608598425916837,45.60937798167512,61167.144489461236,58564.5224609375,55961.900432413764,1301.311014261868,-0.08760621284079806
2016-08-21,59003.6796875,58500.65234375,58450.8203125,58821.98828125,7302611000,58821.98828125,0.0,371.16796875,0.30031141596001276,46.22764645367769,60878.084932933045,58739.007421875,56599.92991081696,1069.5387555290217,0.07758564983833059
2016-08-22,58965.0859375,58285.5390625,58823.79296875,58510.6875,8559671268,58510.6875,0.0,-313.10546875,0.3482359130919374,45.77654187045873,60846.65301359034,58795.104296875,56743.55558015966,1025.7743583576703,-0.27727033197667994
2016-08-23,58592.4375,58246.43359375,58510.38671875,58337.30078125,5663800510,58337.30078125,0.0,-173.0859375,0.3630034277467076,45.52059943226138,60844.02397318575,58786.1162109375,56728.20844868925,1028.9538811241255,-0.4361861478156553
2016-08-24,58341.12890625,57798.53125,58337.09765625,58093.8671875,13687871500,58093.8671875,0.0,-243.23046875,0.35262383108780687,45.15392320772562,60841.49926722009,58763.840625,56686.181982779905,1038.8293211100463,-0.644931196959375
2016-08-25,58857.75390625,57956.921875,58093.0625,59020.06640625,4974599376,59020.06640625,0.0,927.00390625,0.32596995984298216,46.839358743269486,60746.24984900084,58723.05390625,56699.85796349917,1011.5979713754168,0.29360725150146827
2016-08-26,59039.81640625,57897.90625,58999.8046875,58032.00390625,6078480906,58032.00390625,0.0,-967.80078125,0.4492800038255499,45.30298573822639,60475.041986842094,58600.7498046875,56726.4576225329,937.1460910772985,-0.6068913948984133
2016-08-27,58448.55078125,58010.92578125,58020.09375,58487.37109375,8794996056,58487.37109375,0.0,467.27734375,0.3986414701644316,46.145177328861124,60174.69064657547,58502.763671875,56830.83669717453,835.9634873502364,-0.018412978985230612
2016-08-28,58774.59375,58504.90234375,58503.57421875,58455.57421875,11240724360,58455.57421875,0.0,-48.0,0.5509966147220595,46.0939104595603,59974.04082113739,58430.40234375,56886.76386636261,771.8192386936935,0.032613692090136905
2016-08-29,59194.83984375,58433.32421875,58456.2890625,59407.734375,7236122688,59407.734375,0.0,951.4453125,0.5797181065337284,47.88741274644466,59875.17785357506,58407.1162109375,56939.05456829994,734.0308213187818,1.3631827642669818
2016-08-30,59571.69140625,59314.5859375,59416.78515625,59452.01171875,7835122965,59452.01171875,0.0,35.2265625,0.6167589908259208,47.97068628424502,59750.86243380656,58380.8013671875,57010.74030056845,685.0305333095275,1.5637410297425058
2016-08-31,59440.71484375,59016.92578125,59459.66015625,59078.8359375,7940802582,59078.8359375,0.0,-380.82421875,0.6872308282509226,47.3115328071598,59668.96082850239,58359.0505859375,57049.1403433726,654.9551212824481,1.0989842329244066
2016-09-01,59895.65625,58941.94140625,59089.8828125,59838.58203125,8308325876,59838.58203125,0.0,748.69921875,0.6310145019894389,48.79341842142467,59788.284319883336,58385.269140625,56982.25396136667,701.5075896291673,2.071699454304197
2016-09-02,62330.015625,59684.60546875,59840.453125,62196.09765625,16532685580,62196.09765625,1.0,2355.64453125,0.664106327120303,53.033701157454786,60751.369131667256,58607.054296875,56462.73946208275,1072.1574173961271,3.3474966466131946
2016-09-03,63612.69140625,62054.2890625,62235.40625,63249.2421875,10178225752,63249.2421875,2.0,1013.8359375,0.7382599587770063,54.764724502237414,61777.2251289883,58898.43125,56019.637371011704,1439.3969394941487,3.0226623512406636
2016-09-04,63262.54296875,62199.5546875,63286.23828125,62769.9375,8531594864,62769.9375,1.0,-516.30078125,0.7636766656607608,53.83062536889418,62433.73010348579,59145.4021484375,55857.074193389206,1644.1639775241456,2.204485319658011
2016-09-05,63117.06640625,62626.91796875,62761.23828125,62008.0859375,7976986384,62008.0859375,1.0,-753.15234375,0.7109497017159505,52.36206839964138,62775.30979944644,59383.45234375,55991.594888053565,1695.9287278482188,1.5476084287339786
2016-09-06,62511.515625,61697.1328125,62022.00390625,62579.015625,7640549292,62579.015625,1.0,557.01171875,0.6782982064690724,53.348712510323296,63183.818039115074,59637.6544921875,56091.49094525993,1773.0817734637858,1.6588976192939093
2016-09-07,63933.3359375,62434.07421875,62588.28125,64059.59765625,8869005640,64059.59765625,2.0,1471.31640625,0.70806058116399,55.80432861016171,63869.6310208081,59956.728125,56043.825229191905,1956.451447904048,2.0970975465020683
2016-09-08,64074.5625,63353.6640625,64063.28125,63955.37109375,6628014536,63955.37109375,2.0,-107.91015625,0.7618199114584097,55.591234056487195,64438.88332635937,60240.19453125,56041.505736140636,2099.3443975546834,1.7696841770351903
2016-09-09,64184.75,63907.51953125,63962.14453125,64021.90234375,4622325024,64021.90234375,2.0,59.7578125,0.7326133400204379,55.702933229416175,64938.97407506214,60518.763671875,56098.55326868786,2210.105201593571,1.5850551681200975
2016-09-10,64567.03125,61605.91015625,64013.17578125,62158.359375,7541426460,62158.359375,1.0,-1854.81640625,0.809200218370974,51.91899113282087,65088.85280153128,60685.5822265625,56282.31165159373,2201.635287484387,0.6689469217766348
2016-09-11,62348.79296875,61800.35546875,62187.6640625,61870.4765625,7406467562,61870.4765625,1.0,-317.1875,0.6627028128102946,51.361416518602546,65167.58042261836,60853.5716796875,56539.562936756636,2157.004371465431,0.47144312559813406
2016-09-12,62769.51953125,61797.1015625,61848.3046875,62435.01953125,8907623088,62435.01953125,1.0,586.71484375,0.6466649411891958,52.398472403726814,65262.81607706223,61058.4576171875,56854.099157312776,2102.179229937363,0.6548261415861839
2016-09-13,62621.05078125,62666.2265625,62394.02734375,62619.5390625,4909379358,62619.5390625,1.0,225.51171875,0.6346862008242108,52.739187224211435,65309.843541629125,61284.7412109375,57259.638880245875,2012.5511653458125,0.6632367288575962
2016-09-14,62489.65234375,61911.59765625,62609.6953125,61911.59765625,6063605262,61911.59765625,1.0,-698.09765625,0.6410352557367235,51.28233286887106,65324.27331224023,61429.3177734375,57534.36223463477,1947.4777694013646,0.2476433314875525
2016-09-15,62108.06640625,62141.796875,61920.87109375,62081.19921875,6644456552,62081.19921875,1.0,160.328125,0.6229823323515083,51.61358747017495,65207.16009254854,61631.7775390625,58056.394985576466,1787.6912767430185,0.2513978143397864
2016-09-16,62171.91796875,61899.0390625,62106.2578125,61980.04296875,3798709884,61980.04296875,1.0,-126.21484375,0.602207383896319,51.39795833911502,65078.745501233614,61806.4111328125,58534.076764391386,1636.167184210557,0.10612108445462837
2016-09-17,62339.84375,61966.953125,62010.62890625,62390.11328125,4979902620,62390.11328125,1.0,379.484375,0.4822918092335236,52.23480105892694,64897.250432944056,62003.1380859375,59109.02573893094,1447.0561735032788,0.2674223726751715
2016-09-18,62406.703125,61897.55859375,62389.80078125,62074.13671875,5583205196,62074.13671875,1.0,-315.6640625,0.4402624761664802,51.527590138298464,64774.368993718286,62136.458203125,59498.54741253172,1318.9553952966417,-0.047250638343980085
2016-09-19,62043.55078125,61900.24609375,62076.89453125,61804.5,7387427033,61804.5,1.0,-272.39453125,0.45186511241060023,50.91901192445813,64595.881069707626,62254.0826171875,59912.28416466738,1170.8992262600623,-0.38396354451740583
2016-09-20,61342.6484375,59904.1171875,61324.54296875,59941.81640625,8309074956,59941.81640625,0.0,-1382.7265625,0.48232293497387857,46.95578459613858,64425.48194310453,62297.231640625,60168.98133814547,1064.1251512397648,-2.213475766107787
2016-09-21,60010.29296875,60080.38671875,59954.86328125,60106.8359375,6762198240,60106.8359375,0.0,151.97265625,0.3622854983114741,47.33148323437237,64379.2924054129,62310.6443359375,60241.99626646209,1034.3240347377032,-2.1306750345372825
2016-09-22,60911.64453125,60180.34375,60096.85546875,60874.984375,5156745660,60874.984375,0.0,778.12890625,0.23555069407506085,49.068566165324704,64405.942680048414,62244.588671875,60083.23466370158,1080.6770040867086,-1.267357676434009
2016-09-23,61050.48828125,60794.50390625,60887.0,60853.07421875,3570602310,60853.07421875,0.0,-33.92578125,0.3204129754412368,49.020860059045994,64315.54080271974,62124.7802734375,59934.01974415526,1095.3802646411204,-1.160972217355175
2016-09-24,60929.41015625,60588.80078125,60865.59765625,60623.34375,3428360020,60623.34375,0.0,-242.25390625,0.3133444999198173,48.5093054044032,64280.40657463287,62017.4505859375,59754.49459724213,1131.477994347686,-1.2321113118432514
