product_code,timestamp,tick_id,best_bid,best_ask,best_bid_size,best_ask_size,total_bid_depth,total_ask_depth,ltp,volume,volume_by_product
BTC_JPY,2020-06-05T23:55:10.017,25162220,1056055.0,1056628.0,0.47462932,0.4475,2005.67403597,1420.11308411,1056629.0,120597.81097354,5758.67572766
BTC_JPY,2020-06-05T23:55:14.347,25162340,1056040.0,1056607.0,0.001,0.05014,2005.70416163,1421.21110062,1056629.0,120594.74090479,5758.63572766
BTC_JPY,2020-06-05T23:55:19.617,25162456,1056040.0,1056583.0,0.001,0.4475,2005.44238163,1420.31986062,1056629.0,120591.45639199,5758.63572766
BTC_JPY,2020-06-05T23:55:25.093,25162588,1056040.0,1056506.0,0.001,1.0,2007.61286163,1421.18724622,1056629.0,120590.18151374,5758.62572766
BTC_JPY,2020-06-05T23:55:29.447,25162685,1056040.0,1056487.0,0.001,0.15,2007.97406163,1421.01348622,1056497.0,120585.41695447,5757.62572766
BTC_JPY,2020-06-05T23:55:34.377,25162783,1056040.0,1056477.0,0.001,0.15,2007.91106163,1421.68856622,1056497.0,120579.96552007,5757.62572766
BTC_JPY,2020-06-05T23:55:39.113,25162854,1056040.0,1056484.0,0.025,0.15,2007.93126163,1421.44919622,1056476.0,120574.92617874,5757.80842766
BTC_JPY,2020-06-05T23:55:44.777,25162915,1056040.0,1056480.0,0.025,0.07847068,2007.82126163,1419.8888504000001,1056477.0,120571.74014553,5757.80042766
BTC_JPY,2020-06-05T23:55:49.417,25162963,1056040.0,1056480.0,0.025,0.15,2007.57576163,1421.61353972,1056477.0,120569.35602674,5757.76772766
BTC_JPY,2020-06-05T23:55:54.407,25163025,1056040.0,1056474.0,0.025,0.5155,2007.91236163,1421.68003972,1056477.0,120571.79686414,5757.76772766
BTC_JPY,2020-06-05T23:55:59.487,25163079,1056040.0,1056471.0,0.025,1.0,2008.00236163,1421.48283972,1056474.0,120554.40774286,5757.96772766
BTC_JPY,2020-06-05T23:56:04.743,25163162,1056040.0,1056471.0,0.024,1.0,2008.50186162,1421.44791544,1056474.0,120525.17632057,5755.14779069
BTC_JPY,2020-06-05T23:56:09.04,25163234,1056040.0,1056475.0,0.024,0.3,2009.43286162,1421.50874544,1056474.0,120512.33109934,5754.50772965
BTC_JPY,2020-06-05T23:56:14.157,25163309,1056040.0,1056475.0,0.024,0.3,2009.24286162,1420.32991531,1056474.0,120483.30200107,5747.24312659
