product_code,timestamp,tick_id,best_bid,best_ask,best_bid_size,best_ask_size,total_bid_depth,total_ask_depth,ltp,volume,volume_by_product
BTC_JPY,2020-06-03T06:28:59.63,20629799,1034001.0,1034276.0,0.1,0.04931,1915.06776097,1356.50053181,1034001.0,127975.72326088,8089.40982433
BTC_JPY,2020-06-03T06:29:01.77,20629808,1034000.0,1034289.0,0.96,0.04832,1915.03596097,1356.07954181,1034001.0,127976.72326088,8089.50982433
BTC_JPY,2020-06-03T06:29:08.413,20629878,1034000.0,1034281.0,0.96,0.1,1912.46469892,1357.82122142,1034001.0,127971.74505724,8087.81877945
BTC_JPY,2020-06-03T06:29:13.983,20629976,1033522.0,1034281.0,0.3,0.1,1911.72417084,1355.0027218,1034000.0,127970.10367183,8088.74877945
BTC_JPY,2020-06-03T06:29:19.207,20630137,1033765.0,1034281.0,0.31,0.1,1913.1674664000002,1357.05551784,1034271.0,127976.86355699,8088.79877945
BTC_JPY,2020-06-03T06:29:24.413,20630273,1034000.0,1034281.0,2.0,0.1,1916.2574964000007,1358.27251784,1034271.0,127971.13990661,8088.89877945
BTC_JPY,2020-06-03T06:29:28.947,20630346,1034000.0,1034281.0,2.0,0.1,1916.3120964000002,1358.12238784,1034271.0,127954.03130606,8088.89877945
BTC_JPY,2020-06-03T06:29:33.56,20630421,1034271.0,1034281.0,0.1,0.1,1916.4184664000002,1357.51485784,1034271.0,127952.8790682,8088.98650139
BTC_JPY,2020-06-03T06:29:37.973,20630485,1034271.0,1034281.0,0.2,0.1,1915.8232664000002,1357.21546784,1034271.0,127946.56349656,8088.98650139
BTC_JPY,2020-06-03T06:29:43.99,20630562,1034000.0,1034281.0,1.98000199,0.1,1916.04148296,1355.90827228,1034000.0,127947.4379611,8089.306499400002
BTC_JPY,2020-06-03T06:29:49.137,20630652,1034261.0,1034281.0,0.1,0.1,1915.78695296,1356.76053241,1034271.0,127938.7739611,8089.4054994
BTC_JPY,2020-06-03T06:29:53.167,20630727,1034000.0,1034281.0,1.98000199,0.1,1915.63840296,1356.09152241,1034261.0,127942.08779442,8089.46422033
BTC_JPY,2020-06-03T06:29:58.607,20630785,1034010.0,1034274.0,0.1,0.4755,1915.13927225,1357.3032217,1034261.0,127946.54949539,8089.46422033
BTC_JPY,2020-06-03T06:30:03.917,20630832,1034010.0,1034281.0,0.3,0.1,1913.92920225,1356.87403049,1034261.0,127952.23171664,8089.46422033
BTC_JPY,2020-06-03T06:30:08.77,20630924,1034010.0,1034281.0,0.3,0.1,1915.33355225,1357.5974917,1034281.0,127956.720096,8089.54422033
BTC_JPY,2020-06-03T06:30:13.363,20630959,1034030.0,1034339.0,0.36,0.32,1915.89255225,1358.5449217,1034281.0,127943.92764523,8089.43433132
BTC_JPY,2020-06-03T06:30:18.85,20631010,1034050.0,1034388.0,0.1,0.30000013,1916.17601104,1356.75993049,1034281.0,127940.9051664,8089.43433132
BTC_JPY,2020-06-03T06:30:23.267,20631064,1034051.0,1034500.0,0.4728,0.05990208,1918.0942909000007,1357.20531035,1034281.0,127942.75916674,8089.43433132
BTC_JPY,2020-06-03T06:30:26.707,20631125,1034072.0,1034500.0,0.4728,0.05990208,1917.5352909000005,1357.42531035,1034281.0,127944.13724409,8088.88933132
BTC_JPY,2020-06-03T06:30:34.383,20631216,1034071.0,1034500.0,0.1,0.05990208,1917.77334077,1357.48623035,1034281.0,127941.96153278,8088.68933132
BTC_JPY,2020-06-03T06:30:38.953,20631286,1034071.0,1034500.0,0.1,0.05990208,1918.0733409,1357.53061035,1034281.0,127941.14377854,8088.54933132
BTC_JPY,2020-06-03T06:30:43.9,20631325,1034071.0,1034281.0,0.092,0.15,1918.0653409,1357.52747035,1034071.0,127940.65177854,8088.55733132
BTC_JPY,2020-06-03T06:30:48.03,20631366,1034071.0,1034281.0,0.08,0.048,1917.7158209,1355.38700975,1034281.0,127937.67531819,8088.67133132
BTC_JPY,2020-06-03T06:30:53.593,20631475,1034030.0,1034281.0,0.327,0.048,1917.8763109,1357.31672975,1034030.0,127923.58383664,8088.87433232
BTC_JPY,2020-06-03T06:30:58.693,20631575,1034040.0,1034281.0,0.1,0.048,1917.61091759,1357.16677657,1034030.0,127921.22936611,8088.87433232
BTC_JPY,2020-06-03T06:31:03.837,20631626,1034030.0,1034280.0,0.006999999999999999,0.4643,1912.44551772,1354.96840644,1034030.0,127920.51682045,8089.28533232
BTC_JPY,2020-06-03T06:31:08.19,20631675,1034000.0,1034186.0,0.00700199,0.30000013,1913.65701772,1357.65950657,1034000.0,127920.65715203,8091.76533232
BTC_JPY,2020-06-03T06:31:13.517,20631705,1034000.0,1034281.0,0.00700199,0.048,1914.15701772,1358.52250657,1034000.0,127909.69759834,8091.64253232
BTC_JPY,2020-06-03T06:31:18.927,20631736,1034000.0,1034281.0,0.10700199,0.048,1913.34804104,1357.51660657,1034000.0,127905.40126292,8089.97853232
BTC_JPY,2020-06-03T06:31:23.25,20631778,1034000.0,1034280.0,0.20700199,0.4595,1913.7143293,1357.27261815,1034000.0,127896.51303193,8089.92853232
BTC_JPY,2020-06-03T06:31:27.717,20631796,1034010.0,1034260.0,0.1,0.4595,1913.8137293,1357.60361815,1034000.0,127895.81922337,8089.92853232
BTC_JPY,2020-06-03T06:31:33.537,20631835,1034000.0,1034260.0,0.13900199,0.2,1914.0952293,1357.79781815,1034000.0,127897.02518859,8090.09853232
BTC_JPY,2020-06-03T06:31:37.913,20631869,1034010.0,1034260.0,0.1,0.183,1913.4582293,1357.44781815,1034260.0,127887.46005157,8089.94953232
BTC_JPY,2020-06-03T06:31:44.393,20631904,1034020.0,1034260.0,0.1,0.16899999999999998,1913.8782293,1357.75381815,1034260.0,127875.89356207,8089.43403232
BTC_JPY,2020-06-03T06:31:48.75,20631932,1034020.0,1034261.0,0.1,0.331,1913.8759293,1357.13111815,1034260.0,127872.89395809,8089.40313232
BTC_JPY,2020-06-03T06:31:53.603,20631953,1034020.0,1034130.0,0.1,0.098,1913.56382899,1355.99901784,1034130.0,127871.32950856,8089.40513232
BTC_JPY,2020-06-03T06:31:58.63,20632018,1034030.0,1034470.0,0.1,0.469,1913.65782899,1356.36131784,1034499.0,127870.25479457,8090.40513232
BTC_JPY,2020-06-03T06:32:04.133,20632082,1034030.0,1034432.0,0.1,0.2,1911.55584104,1357.40672569,1034499.0,127864.61647410002,8090.19513232
BTC_JPY,2020-06-03T06:32:08.45,20632219,1033500.0,1033843.0,0.01,0.3598,1909.58944639,1359.12358722,1033821.0,127868.24558141,8090.75013431
BTC_JPY,2020-06-03T06:32:13.79,20632397,1033281.0,1033498.0,0.1,0.1,1906.61103905,1360.11427722,1033500.0,127869.20309944,8090.71013731
BTC_JPY,2020-06-03T06:32:18.807,20632583,1032281.0,1032469.0,0.1,0.19000013,1899.68801905,1361.11962773,1032500.0,127893.7967702,8096.73813731
BTC_JPY,2020-06-03T06:32:23.163,20632666,1032281.0,1032635.0,0.1,0.2,1905.56319695,1358.84672482,1032521.0,127900.86197318,8096.76903731
BTC_JPY,2020-06-03T06:35:09.003,20635496,1032902.0,1033362.0,0.25,0.2,1908.20383892,1359.86204163,1032849.0,127957.47658457,8096.02768678
BTC_JPY,2020-06-03T06:35:13.04,20635553,1032913.0,1033357.0,0.1,0.04944,1907.79490622,1360.61895925,1032849.0,127952.13659695,8095.66708678
BTC_JPY,2020-06-03T06:35:19.037,20635598,1032913.0,1033362.0,0.1,0.4,1907.69798622,1360.31171925,1032849.0,127932.46975314,8095.54547126
BTC_JPY,2020-06-03T06:35:23.553,20635640,1032913.0,1033343.0,0.1,0.054270000000000006,1907.57929635,1359.90038925,1033357.0,127922.39300049,8094.03907656
BTC_JPY,2020-06-03T06:35:29.097,20635693,1032949.0,1033358.0,0.01,0.2,1907.34957622,1358.85951925,1033357.0,127917.32774308,8093.81907656
BTC_JPY,2020-06-03T06:35:33.3,20635750,1032949.0,1033362.0,0.01,0.2,1907.70929635,1358.24499195,1033357.0,127904.31933904,8091.73004657
BTC_JPY,2020-06-03T06:35:38.42,20635803,1032966.0,1033346.0,0.40299999999999997,0.2,1908.04329635,1359.54042288,1033357.0,127903.11600550001,8091.73004657
BTC_JPY,2020-06-03T06:35:44.147,20635854,1032983.0,1033346.0,0.40299999999999997,0.2,1910.60087905,1359.58100288,1033357.0,127899.80522133,8090.53404657
BTC_JPY,2020-06-03T06:35:49.1,20635978,1033282.0,1033771.0,0.7609999999999999,0.001,1910.62074803,1353.11610894,1033498.0,127907.7361506,8093.80767857
BTC_JPY,2020-06-03T06:35:53.467,20636081,1033324.0,1033771.0,0.7609999999999999,0.001,1911.92119803,1353.96091894,1033498.0,127909.42737825,8093.80767857
BTC_JPY,2020-06-03T06:35:58.573,20636196,1033364.0,1033771.0,0.41100000000000003,0.001,1910.91173549,1353.2391164,1033498.0,127914.67066248,8093.80767857
BTC_JPY,2020-06-03T06:36:04.047,20636299,1033408.0,1033771.0,0.41100000000000003,0.001,1912.12016549,1354.33845995,1033498.0,127915.79313542,8093.79767857
BTC_JPY,2020-06-03T06:36:08.1,20636388,1033446.0,1033771.0,0.2,0.001,1910.59914549,1354.7433464,1033498.0,127916.49044326,8093.79767857
BTC_JPY,2020-06-03T06:36:13.91,20636476,1033504.0,1033771.0,0.611,0.001,1910.05717536,1355.7427264,1033498.0,127917.11007985,8093.79767857
BTC_JPY,2020-06-03T06:36:18.82,20636567,1033526.0,1033771.0,0.04834,0.001,1908.87798549,1353.49342995,1033522.0,127921.45140353,8093.92767857
BTC_JPY,2020-06-03T06:36:23.787,20636659,1033547.0,1033771.0,0.047939999999999997,0.001,1910.96757622,1353.98645713,1033522.0,127921.85350386,8093.75377857
BTC_JPY,2020-06-03T06:36:28.97,20636743,1033541.0,1033771.0,0.1,0.001,1912.15963622,1353.98383713,1033522.0,127923.77703431,8093.72377857
BTC_JPY,2020-06-03T06:36:33.787,20636790,1033541.0,1033771.0,0.1,0.001,1909.81422904,1354.21512712,1033522.0,127932.42078073,8093.68377857
BTC_JPY,2020-06-03T06:36:38.787,20636850,1033551.0,1033771.0,0.1,0.001,1910.12163622,1354.40714712,1033522.0,127931.31440674,8093.49377857
BTC_JPY,2020-06-03T06:36:43.227,20636884,1033551.0,1033771.0,0.1,0.001,1911.07093622,1355.89847712,1033522.0,127933.91453558,8093.49377857
BTC_JPY,2020-06-03T06:36:48.49,20636932,1033551.0,1033771.0,0.1,0.001,1909.94182622,1355.31767713,1033522.0,127930.65951094,8093.49377857
BTC_JPY,2020-06-03T06:36:53.26,20636963,1033551.0,1033771.0,0.1,0.001,1910.31654623,1355.62499713,1033522.0,127935.99004112,8093.09377857
BTC_JPY,2020-06-03T06:36:59.133,20637044,1033541.0,1033771.0,0.1,0.001,1909.95566623,1355.71479698,1033542.0,127934.46094519999,8093.28377857
BTC_JPY,2020-06-03T06:37:03.98,20637089,1033551.0,1033771.0,0.1,0.001,1911.51913623,1356.0732971,1033542.0,127928.83530715,8092.97377857
BTC_JPY,2020-06-03T06:37:08.29,20637131,1033551.0,1033770.0,0.1,0.39918946,1911.52212851,1356.12698938,1033542.0,127930.16375058,8092.97377857
BTC_JPY,2020-06-03T06:37:13.25,20637153,1033551.0,1033769.0,0.1,0.30000013,1911.53412851,1357.12608938,1033542.0,127927.89122941,8092.97377857
BTC_JPY,2020-06-03T06:37:18.66,20637190,1033551.0,1033771.0,0.1,0.001,1911.53412851,1356.18499938,1033542.0,127927.23662128,8092.95677857
BTC_JPY,2020-06-03T06:37:23.27,20637204,1033551.0,1033771.0,0.1,0.001,1911.52783851,1355.83697938,1033542.0,127927.92562128,8092.95677857
BTC_JPY,2020-06-03T06:40:09.037,20639711,1033590.0,1033850.0,0.1,0.45,1909.54574485,1357.51702995,1033545.0,127859.71681747,8088.38533194
BTC_JPY,2020-06-03T06:40:13.403,20639743,1033615.0,1033850.0,0.1,0.45,1909.59446485,1357.82722575,1033545.0,127857.79629548,8088.38533194
BTC_JPY,2020-06-03T06:40:18.61,20639795,1033615.0,1033850.0,0.1,0.45,1909.29446472,1357.82299575,1033545.0,127856.43745548,8088.28333194
BTC_JPY,2020-06-03T06:40:22.807,20639828,1033615.0,1033850.0,0.1,0.45,1909.27776485,1357.82299575,1033545.0,127856.75805656,8088.28333194
BTC_JPY,2020-06-03T06:40:29.177,20639852,1033615.0,1033850.0,0.1,0.45,1909.67446485,1358.08951575,1033545.0,127857.26836656,8088.28333194
BTC_JPY,2020-06-03T06:40:33.127,20639889,1033615.0,1033850.0,0.1,0.45,1909.40631485,1357.78080575,1033545.0,127857.20092119998,8088.28333194
BTC_JPY,2020-06-03T06:40:38.413,20639950,1033615.0,1033850.0,0.1,0.402,1908.21976485,1358.05819575,1033850.0,127859.72792119998,8088.33133194
BTC_JPY,2020-06-03T06:40:44.137,20640025,1033615.0,1033850.0,0.1,0.35200000000000004,1909.68434703,1357.7617078,1033850.0,127854.43667249,8088.38133194
BTC_JPY,2020-06-03T06:40:48.193,20640064,1033615.0,1033850.0,0.1,0.35200000000000004,1909.69534703,1358.00950793,1033850.0,127848.90097963,8088.38133194
BTC_JPY,2020-06-03T06:40:54.017,20640110,1033615.0,1033850.0,0.1,0.25,1910.29764703,1358.24852793,1033850.0,127845.11853674,8088.28333194
BTC_JPY,2020-06-03T06:40:58.677,20640168,1033615.0,1033850.0,0.1,0.05,1910.51410703,1357.64928793,1033850.0,127845.38747095,8088.48333194
BTC_JPY,2020-06-03T06:41:03.613,20640270,1033615.0,1033849.0,0.1,0.385,1909.9976469,1356.63177779,1033850.0,127846.21400863,8088.48333194
BTC_JPY,2020-06-03T06:41:09.037,20640368,1033615.0,1033837.0,0.090001,0.385,1909.80477005,1358.78969792,1033615.0,127852.15051563,8088.52333094
BTC_JPY,2020-06-03T06:41:13.21,20640424,1033615.0,1033832.0,0.090001,0.15,1907.20633881,1358.8924687,1033615.0,127850.17295595,8088.52333094
BTC_JPY,2020-06-03T06:41:18.807,20640506,1033615.0,1033850.0,0.090001,0.04,1910.61593881,1357.80009995,1033850.0,127852.16621203,8088.48733094
BTC_JPY,2020-06-03T06:41:23.89,20640585,1033615.0,1033850.0,0.090001,0.03,1909.28473881,1357.57149871,1033850.0,127852.47770852,8088.49733094
BTC_JPY,2020-06-03T06:41:29.15,20640693,1033615.0,1033850.0,0.090001,0.03,1909.28523881,1357.56606871,1033850.0,127852.00705823,8088.29633094
