product_code,timestamp,tick_id,best_bid,best_ask,best_bid_size,best_ask_size,total_bid_depth,total_ask_depth,ltp,volume,volume_by_product
BTC_JPY,2020-06-04T23:55:09.943,23513502,1068670.0,1068989.0,0.84,0.1,2054.17288689,1283.84181742,1069000.0,119485.72416114,6170.27324618
BTC_JPY,2020-06-04T23:55:14.07,23513540,1068670.0,1068989.0,0.84,0.06,2054.81308689,1291.97460742,1068989.0,119484.11298189,6170.31324618
BTC_JPY,2020-06-04T23:55:19.473,23513598,1068670.0,1068989.0,0.84,0.06,2054.00289075,1292.01361141,1068989.0,119483.35100805,6168.98324618
BTC_JPY,2020-06-04T23:55:24.593,23513645,1068670.0,1068989.0,0.84,0.05,2055.01409088,1292.03864141,1068989.0,119483.17692046,6168.99324618
BTC_JPY,2020-06-04T23:55:29.447,23513676,1068600.0,1069000.0,0.002,2.79529725,2053.67840075,1292.28664141,1069000.0,119489.07920069,6169.99324618
BTC_JPY,2020-06-04T23:55:33.943,23513746,1068600.0,1068991.0,0.002,0.3,2048.54264689,1292.66163742,1069000.0,119489.33956146,6169.99324618
BTC_JPY,2020-06-04T23:55:39.417,23513821,1068600.0,1068824.0,0.002,0.32,2052.01984689,1292.74263741,1069000.0,119483.8279622,6169.99324618
BTC_JPY,2020-06-04T23:55:44.07,23513854,1068600.0,1068996.0,0.002,0.29,2055.15534689,1291.22563741,1068996.0,119479.88740277,6169.53324619
BTC_JPY,2020-06-04T23:55:49.743,23513895,1068501.0,1068991.0,0.1763,0.13,2054.30464676,1291.89363741,1068991.0,119476.16133851,6169.54594619
BTC_JPY,2020-06-04T23:55:54.31,23513932,1068501.0,1068983.0,0.1763,0.15,2055.20164689,1289.24834016,1068991.0,119474.65566689998,6169.54594619
BTC_JPY,2020-06-04T23:55:59.963,23514049,1068509.0,1069000.0,0.1,0.02,2054.28935003,1286.2773433,1068991.0,119486.13164985,6169.49594619
BTC_JPY,2020-06-04T23:56:05.187,23514128,1068300.0,1068994.0,0.16006303,0.31,2047.90428334,1285.59737344,1068300.0,119509.52465386,6172.31588316
BTC_JPY,2020-06-04T23:56:09.57,23514268,1068001.0,1068500.0,1.14060199,2.795,2050.58185522,1289.54693294,1068001.0,119527.19576423,6172.9459452
BTC_JPY,2020-06-04T23:56:14.647,23514428,1067402.0,1067861.0,0.6829999999999999,0.55159532,2041.59308184,1286.31721932,1067861.0,119551.78483626,6180.35054826
BTC_JPY,2020-06-04T23:56:19.003,23514557,1067417.0,1068001.0,0.1,0.1,2044.0001892999999,1293.78163146,1067868.0,119561.78696274,6180.47054826
BTC_JPY,2020-06-04T23:56:24.817,23514745,1067450.0,1068001.0,0.25,0.1,2046.3853892999998,1290.52303146,1067868.0,119566.82029546,6180.47054826
BTC_JPY,2020-06-04T23:56:30.12,23514903,1067495.0,1068001.0,0.1,0.1,2048.1629993,1301.84067146,1067868.0,119571.99652744,6180.47054826
BTC_JPY,2020-06-04T23:56:34.767,23515022,1067526.0,1068221.0,0.6646,1.0,2047.9495993,1298.62504132,1068001.0,119581.25200784,6180.57054826
BTC_JPY,2020-06-04T23:56:39.7,23515136,1067494.0,1068165.0,0.1,1.0,2045.20887093,1295.55717315,1068001.0,119594.16287519,6180.40855426
BTC_JPY,2020-06-04T23:56:45.183,23515235,1067494.0,1067896.0,0.1,1.0,2049.64247093,1299.28467315,1068001.0,119595.93956252,6180.37325426
BTC_JPY,2020-06-04T23:56:49.087,23515353,1067522.0,1068192.0,0.5646,4.0,2052.44203093,1292.34983407,1068001.0,119604.72945038,6180.27325426
BTC_JPY,2020-06-04T23:56:54.37,23515494,1068001.0,1068420.0,0.03,1.0,2052.27253093,1291.00613316,1068001.0,119607.58502397,6180.27325426
BTC_JPY,2020-06-04T23:56:59.043,23515628,1068001.0,1068390.0,0.03,0.15,2051.64398184,1295.74613315,1068001.0,119612.73826308,6180.27325426
BTC_JPY,2020-06-04T23:57:05.087,23515762,1067500.0,1068071.0,1e-06,1.0,2053.59372193,1295.71817541,1067500.0,119627.95050703,6180.31325326
BTC_JPY,2020-06-04T23:57:09.887,23515905,1067403.0,1067713.0,0.0763,0.3,2053.90196319,1298.12201758,1067494.0,119657.77850496,6180.31125426
BTC_JPY,2020-06-04T23:57:14.617,23516022,1067433.0,1068017.0,0.32,4.0,2054.39880306,1293.02983393,1068001.0,119672.91532438,6182.98625439
BTC_JPY,2020-06-04T23:57:19.313,23516180,1067452.0,1067494.0,0.0563,0.02,2053.85881511,1294.7825972,1068017.0,119675.93481788,6183.12960194
BTC_JPY,2020-06-04T23:57:25.11,23516317,1067484.0,1068262.0,0.6686,0.1901,2056.59481511,1298.9808962000004,1068276.0,119669.07098308,6183.24960294
BTC_JPY,2020-06-05T00:00:09.713,23519531,1068500.0,1068646.0,0.6462038,0.3086,2058.75027214,1300.50989054,1068500.0,119637.21579056,6137.02435039
BTC_JPY,2020-06-05T00:00:14.4,23519630,1068505.0,1068784.0,0.05326,0.26999999,2058.82164564,1295.37247405,1068646.0,119621.9093681,6137.24195039
BTC_JPY,2020-06-05T00:00:19.01,23519737,1068580.0,1069000.0,0.32,0.058,2060.16009931,1303.13587091,1068784.0,119590.67233388,6136.44835038
BTC_JPY,2020-06-05T00:00:24.793,23519925,1068647.0,1069218.0,0.9196,0.1,2060.57117073,1296.89830091,1069049.0,119584.77048381,6136.49244469
BTC_JPY,2020-06-05T00:00:29.753,23520089,1068689.0,1069500.0,0.05184,0.02,2060.71879307,1293.86749152,1069218.0,119580.81195587,6136.49244469
BTC_JPY,2020-06-05T00:00:34.923,23520246,1068784.0,1069450.0,0.635,0.05344,2059.06743563,1294.74930136,1069125.0,119630.26609919,6140.02254469
BTC_JPY,2020-06-05T00:00:39.27,23520352,1068785.0,1069204.0,0.6377,0.15,2060.29622548,1296.17361393,1069125.0,119594.02350697,6139.3179866
BTC_JPY,2020-06-05T00:00:44.713,23520418,1068785.0,1069206.0,0.6377,0.1,2060.41322548,1298.72256395,1069125.0,119582.96011486,6138.717986600002
BTC_JPY,2020-06-05T00:00:49.543,23520471,1068796.0,1069206.0,0.2,0.1,2059.91879535,1299.96969393,1069125.0,119578.47807398,6138.01299476
BTC_JPY,2020-06-05T00:00:55.167,23520541,1069000.0,1069206.0,0.1,0.09,2058.83188535,1301.11955393,1069206.0,119573.55904642,6138.00792885
BTC_JPY,2020-06-05T00:00:59.65,23520578,1069000.0,1069206.0,0.1,0.07,2056.92391548,1301.02385393,1069206.0,119573.18398909,6137.84299476
BTC_JPY,2020-06-05T00:01:04.773,23520616,1069000.0,1069206.0,0.15,0.07,2058.76986958,1300.51982453,1069206.0,119544.74437892,6137.82299476
BTC_JPY,2020-06-05T00:01:08.837,23520658,1069000.0,1069206.0,0.15,0.06,2057.96395959,1300.91589453,1069206.0,119542.29182498,6137.72099476
BTC_JPY,2020-06-05T00:01:13.88,23520705,1069000.0,1069206.0,0.05,0.06,2058.11547959,1300.61824408,1069206.0,119478.87450406,6116.02849376
BTC_JPY,2020-06-05T00:01:19.633,23520749,1069206.0,1069207.0,0.625,3.8201,2058.74580609,1301.34029453,1069206.0,119448.62635653,6115.60856945
BTC_JPY,2020-06-05T00:01:24.593,23520805,1069206.0,1069207.0,0.625,3.7201,2058.03402609,1299.26668453,1069207.0,119439.89947169,6115.35451607
BTC_JPY,2020-06-05T00:01:29.09,23520825,1069206.0,1069207.0,0.625,3.7201,2058.53001959,1299.06201453,1069207.0,119427.88089701,6115.35451607
BTC_JPY,2020-06-05T00:01:34.773,23520912,1069486.0,1069787.0,0.1,0.06840002,2056.85417923,1287.98711419,1069787.0,119435.08198721,6118.29653061
BTC_JPY,2020-06-05T00:01:39.45,23521009,1069218.0,1069503.0,0.1,3.8201,2058.6538991,1292.14649404,1069421.0,119427.15212049,6119.47333061
BTC_JPY,2020-06-05T00:01:44.517,23521081,1069223.0,1069520.0,0.0514,0.006,2058.50180103,1292.22156408,1069421.0,119418.26544177,6119.46433151
BTC_JPY,2020-06-05T00:01:49.93,23521145,1069218.0,1069520.0,0.1,0.006,2059.75659338,1298.85702652,1069421.0,119417.96587143,6118.93523351
BTC_JPY,2020-06-05T00:01:54.87,23521189,1069218.0,1069520.0,0.1,0.006,2060.82422338,1299.85902652,1069421.0,119417.99729575,6118.93523351
BTC_JPY,2020-06-05T00:01:59.133,23521219,1069218.0,1069520.0,0.1,0.006,2060.27422338,1298.21270573,1069421.0,119410.80973447,6118.83523351
BTC_JPY,2020-06-05T00:02:04.417,23521276,1069421.0,1069520.0,0.063,0.006,2061.01012338,1297.32817586,1069421.0,119424.4516983,6118.83523351
BTC_JPY,2020-06-05T00:02:09.527,23521380,1069581.0,1069999.0,0.2,0.5,2070.97012337,1292.45806586,1069712.0,119425.79154252,6122.61553351
BTC_JPY,2020-06-05T00:02:14.957,23521496,1069629.0,1069985.0,0.1,3.8201,2070.72634337,1296.77672342,1069999.0,119413.21683716,6122.63753351
BTC_JPY,2020-06-05T00:02:19.033,23521598,1069715.0,1069999.0,0.1,0.002373,2072.04311365,1290.10030928,1069999.0,119403.40378845,6122.82516051
BTC_JPY,2020-06-05T00:02:24.697,23521716,1069999.0,1070030.0,0.007026999999999999,0.04,2070.42307792,1293.8975362,1070000.0,119400.51377785,6122.86753359
BTC_JPY,2020-06-05T00:05:10.34,23525298,1070462.0,1071000.0,0.050769999999999996,1.5930000000000002,2067.89821184,1297.28905096,1070588.0,119346.80244596,6095.821973
BTC_JPY,2020-06-05T00:05:14.573,23525399,1070501.0,1070977.0,0.30000013,0.1,2070.87528333,1294.19661245,1070500.0,119355.30828344,6097.021973
BTC_JPY,2020-06-05T00:05:19.433,23525613,1069985.0,1070808.0,0.3,0.5961,2071.86844723,1295.27212245,1070011.0,119370.28370120001,6098.66006407
BTC_JPY,2020-06-05T00:05:21.26,23525635,1069986.0,1070796.0,0.5036,0.5961,2072.55204723,1295.41881245,1070011.0,119365.56295554,6098.66006407
BTC_JPY,2020-06-05T00:05:28.96,23525758,1070033.0,1070846.0,0.1,3.8201,2076.46005029,1298.58101232,1070011.0,119359.73105554,6098.66006407
BTC_JPY,2020-06-05T00:05:34.163,23525893,1070081.0,1070803.0,0.0947,0.1,2075.28271042,1299.90804145,1070807.0,119352.69232158,6099.23400507
BTC_JPY,2020-06-05T00:05:40.133,23526078,1070000.0,1070647.0,1.7369999999999999,0.1,2071.61763225,1301.65966123,1070807.0,119352.83578135,6099.21400507
BTC_JPY,2020-06-05T00:05:45.043,23526235,1070000.0,1070523.0,1.7369999999999999,0.1,2075.48897224,1296.01240123,1070807.0,119353.08739576,6099.21400507
BTC_JPY,2020-06-05T00:05:49.56,23526377,1070055.0,1070787.0,0.0846,0.5870000000000001,2075.62176225,1291.47455136,1070532.0,119375.83422508,6099.38400507
BTC_JPY,2020-06-05T00:05:54.24,23526490,1070091.0,1070878.0,0.05326,0.2326,2076.70342225,1294.95530136,1070532.0,119371.55037096,6099.33400507
BTC_JPY,2020-06-05T00:06:00.053,23526670,1070128.0,1070915.0,0.15,0.30000013,2074.79726176,1296.15437087,1070532.0,119363.1845535,6099.18000507
BTC_JPY,2020-06-05T00:06:04.833,23526820,1070194.0,1071000.0,0.32,1.74,2073.86789723,1292.58122634,1070532.0,119363.68754853,6099.16000507
BTC_JPY,2020-06-05T00:06:09.723,23526955,1070212.0,1070999.0,0.3,0.1046,2075.73926176,1294.70048074,1070532.0,119345.96757506,6097.89011604
BTC_JPY,2020-06-05T00:06:14.223,23527067,1070532.0,1070999.0,0.87,0.1046,2075.31442176,1298.18738087,1070532.0,119329.33350772,6094.33011504
BTC_JPY,2020-06-05T00:06:19.3,23527155,1070163.0,1070990.0,0.3,0.2405,2074.29608723,1292.70310073,1070532.0,119321.22968677,6095.27011504
BTC_JPY,2020-06-05T00:06:24.057,23527303,1070000.0,1070587.0,1.7369999999999999,0.5883,2073.09026176,1294.87510086,1070532.0,119327.49199062,6095.27011504
BTC_JPY,2020-06-05T00:06:29.817,23527463,1070000.0,1070531.0,1.7369999999999999,0.5883,2074.18778176,1302.18220085,1070532.0,119337.37096062,6095.27011504
BTC_JPY,2020-06-05T00:06:34.737,23527547,1070000.0,1070536.0,1.7369999999999999,0.05846000000000001,2071.75556176,1300.59686085,1070540.0,119333.50260397,6094.43007504
BTC_JPY,2020-06-05T00:06:39.38,23527683,1070000.0,1070346.0,0.006999999999999999,0.1,2069.01166887,1305.57649796,1070000.0,119350.17481853,6095.74005504
BTC_JPY,2020-06-05T00:06:45.063,23527834,1070000.0,1070320.0,0.006999999999999999,0.9875,2069.8876870999998,1305.58949796,1070000.0,119343.15687454,6094.79126154
